DATE,LATITUDE,LONGITUDE,FIRE_SIZE,FIRE_SIZE_CLASS,STAT_CAUSE_DESCR
4/14/2013,38.520983,-122.707167,0.5,B,Debris Burning
6/28/2013,33.921767,-116.946883,0.1,A,Miscellaneous
5/4/2013,37.055245,-120.764098,1,B,Missing/Undefined
6/29/2013,40.000117,-122.426283,0.1,A,Missing/Undefined
6/13/2013,39.3146,-120.1486,1,B,Miscellaneous
4/17/2013,39.307696,-120.969027,0.2,A,Miscellaneous
6/10/2013,33.92375,-116.640533,0.1,A,Debris Burning
4/24/2013,39.291717,-121.478317,7,B,Debris Burning
6/15/2013,36.976783,-119.793933,70,C,Missing/Undefined
5/2/2013,37.393533,-120.713517,0.1,A,Missing/Undefined
5/3/2013,39.647317,-121.63445,0.25,A,Missing/Undefined
4/28/2013,41.289033,-124.059567,0.1,A,Missing/Undefined
5/2/2013,37.2769,-120.470183,0.03,A,Miscellaneous
6/22/2013,37.015917,-120.1249,0.1,A,Missing/Undefined
4/12/2013,40.01715,-122.3952,1,B,Debris Burning
5/19/2013,33.9318,-117.233967,1,B,Missing/Undefined
5/18/2013,38.38555,-120.514583,1,B,Missing/Undefined
5/4/2013,33.628027,-117.685719,0.01,A,Missing/Undefined
4/30/2013,40.575617,-123.085267,0.5,B,Debris Burning
6/11/2013,36.821217,-121.40645,0.5,B,Miscellaneous
4/14/2013,36.716933,-119.7637,0.12,A,Debris Burning
6/5/2013,37.75945,-121.948847,0.01,A,Missing/Undefined
4/30/2013,38.710767,-120.7002,0.5,B,Debris Burning
6/17/2013,36.892717,-119.6976,25,C,Missing/Undefined
6/15/2013,37.284333,-120.473117,2.5,B,Missing/Undefined
4/23/2013,41.54645,-122.483117,0.1,A,Miscellaneous
4/13/2013,36.964,-120.114217,1,B,Missing/Undefined
5/23/2013,37.977933,-120.341333,1,B,Missing/Undefined
6/10/2013,37.042783,-120.158683,1,B,Miscellaneous
5/26/2013,39.63535,-120.43535,1,B,Miscellaneous
5/22/2013,38.886533,-121.25525,0.25,A,Miscellaneous
4/30/2013,39.306333,-123.809417,0.2,A,Debris Burning
6/24/2013,39.143083,-121.583367,0.25,A,Missing/Undefined
5/24/2013,36.72135,-119.583167,1,B,Missing/Undefined
6/6/2013,37.928639,-121.265767,0.01,A,Missing/Undefined
5/22/2013,38.3454,-122.327233,0.1,A,Missing/Undefined
5/15/2013,36.53265,-119.62075,0.5,B,Miscellaneous
6/17/2013,37.94355,-121.288628,0.01,A,Missing/Undefined
5/2/2013,37.05315,-121.659317,0.1,A,Missing/Undefined
6/4/2013,35.012917,-120.503283,1,B,Miscellaneous
5/22/2013,36.687183,-119.203583,11.5,C,Miscellaneous
4/30/2013,38.94095,-121.37725,1,B,Miscellaneous
6/8/2013,34.268848,-118.336477,5,B,Missing/Undefined
5/22/2013,37.448667,-120.797533,0.1,A,Missing/Undefined
5/24/2013,37.23655,-119.886767,2,B,Missing/Undefined
6/21/2013,39.169533,-121.59605,1,B,Miscellaneous
4/7/2013,37.94257,-121.288349,0.01,A,Missing/Undefined
5/25/2013,36.439917,-121.311917,0.1,A,Miscellaneous
4/15/2013,37.229233,-120.3249,0.5,B,Debris Burning
4/26/2013,41.3194,-122.05705,0.1,A,Debris Burning
5/19/2013,39.009633,-121.036967,0.1,A,Debris Burning
5/25/2013,38.709952,-121.382058,0.8,B,Missing/Undefined
6/14/2013,36.423633,-119.726829,0.1,A,Missing/Undefined
5/24/2013,36.701067,-119.5065,3,B,Missing/Undefined
5/2/2013,39.1492,-121.0343,0.1,A,Missing/Undefined
5/14/2013,33.621,-117.27545,0.25,A,Miscellaneous
6/25/2013,33.837583,-117.25165,0.1,A,Missing/Undefined
4/24/2013,36.671133,-119.574467,1,B,Missing/Undefined
6/13/2013,37.957687,-121.264931,0.5,B,Missing/Undefined
5/20/2013,38.379183,-120.543183,0.1,A,Debris Burning
6/18/2013,33.719017,-117.302483,0.1,A,Miscellaneous
5/11/2013,39.133017,-121.309467,22,C,Miscellaneous
5/26/2013,34.439576,-119.832733,3,B,Missing/Undefined
6/18/2013,40.012483,-122.403533,1,B,Missing/Undefined
6/15/2013,37.273717,-120.487817,0.5,B,Missing/Undefined
6/18/2013,40.544317,-120.803,0.1,A,Miscellaneous
6/19/2013,39.03545,-121.095817,0.06,A,Missing/Undefined
6/1/2013,37.057376,-122.036927,0.01,A,Miscellaneous
6/4/2013,38.074231,-121.2761,4,B,Miscellaneous
4/21/2013,35.398927,-119.003109,0.1,A,Missing/Undefined
5/17/2013,37.185817,-120.538133,0.2,A,Miscellaneous
6/1/2013,38.303467,-122.46225,0.1,A,Miscellaneous
4/16/2013,39.284267,-120.9253,0.3,B,Miscellaneous
4/13/2013,36.8809,-119.64775,1,B,Miscellaneous
4/2/2013,37.945619,-121.26869,1,B,Missing/Undefined
4/23/2013,40.57935,-122.494133,1,B,Missing/Undefined
6/23/2013,34.019183,-117.389083,0.1,A,Missing/Undefined
4/25/2013,34.2783,-118.560319,1,B,Missing/Undefined
4/1/2013,36.31352,-119.654955,0.01,A,Missing/Undefined
6/19/2013,38.498917,-121.091083,2,B,Missing/Undefined
6/22/2013,40.960833,-124.110833,5,B,Missing/Undefined
6/21/2013,38.663898,-121.225711,1,B,Missing/Undefined
6/13/2013,37.920491,-121.292738,0.05,A,Missing/Undefined
6/16/2013,37.37215,-119.887517,0.1,A,Miscellaneous
5/25/2013,37.94632,-121.289338,0.01,A,Missing/Undefined
5/25/2013,38.396583,-122.36175,0.1,A,Missing/Undefined
4/27/2013,37.185767,-120.488183,3,B,Miscellaneous
6/5/2013,37.962616,-121.327281,0.01,A,Missing/Undefined
6/1/2013,33.600661,-117.684028,0.01,A,Missing/Undefined
6/9/2013,37.936317,-120.348683,0.1,A,Debris Burning
6/15/2013,37.363267,-119.904433,2,B,Miscellaneous
6/28/2013,37.09675,-121.6073,1,B,Miscellaneous
6/30/2013,36.32808,-119.671575,0.1,A,Missing/Undefined
5/16/2013,38.952017,-121.2745,0.1,A,Missing/Undefined
5/12/2013,37.561437,-122.299088,0.01,A,Missing/Undefined
5/29/2013,38.426333,-120.603533,0.3,B,Debris Burning
4/25/2013,38.926267,-121.406733,0.5,B,Missing/Undefined
5/19/2013,33.656667,-116.15415,1,B,Missing/Undefined
4/21/2013,32.839987,-115.465608,22,C,Missing/Undefined
5/20/2013,38.667633,-120.85255,0.1,A,Miscellaneous
5/20/2013,40.471567,-122.453333,1,B,Debris Burning
6/28/2013,34.053182,-117.248217,0.1,A,Missing/Undefined
6/3/2013,36.342613,-119.591733,0.01,A,Missing/Undefined
6/7/2013,39.179567,-123.1758,1,B,Miscellaneous
5/1/2013,38.700464,-121.262386,0.01,A,Missing/Undefined
6/8/2013,40.004283,-122.43635,0.1,A,Miscellaneous
5/30/2013,35.344883,-120.76675,16,C,Miscellaneous
5/7/2013,37.72655,-121.6375,8,B,Miscellaneous
5/23/2013,33.999417,-117.05625,2.5,B,Miscellaneous
4/28/2013,33.819439,-116.543733,0.01,A,Missing/Undefined
5/8/2013,38.0193,-120.26915,1,B,Debris Burning
6/30/2013,36.9231,-119.793983,0.1,A,Miscellaneous
5/13/2013,35.645764,-119.119688,0.8,B,Miscellaneous
5/11/2013,32.618133,-116.739667,1,B,Missing/Undefined
5/23/2013,36.350257,-119.278931,3,B,Missing/Undefined
4/30/2013,38.714517,-120.961183,0.1,A,Debris Burning
6/11/2013,33.040317,-116.883233,0.2,A,Missing/Undefined
6/7/2013,38.336077,-122.48773,3,B,Miscellaneous
5/16/2013,33.965372,-118.271249,4,B,Missing/Undefined
6/17/2013,37.754036,-121.455893,0.2,A,Missing/Undefined
5/24/2013,37.090833,-120.269067,3,B,Missing/Undefined
6/2/2013,37.075367,-120.87645,1.5,B,Missing/Undefined
5/24/2013,39.412783,-123.421117,1,B,Miscellaneous
4/30/2013,38.558533,-122.808338,0.2,A,Missing/Undefined
4/10/2013,38.717857,-121.372076,0.1,A,Missing/Undefined
5/18/2013,38.899567,-120.969333,0.25,A,Debris Burning
6/23/2013,39.94495,-122.14175,3,B,Missing/Undefined
6/27/2013,33.666167,-116.189567,0.1,A,Missing/Undefined
5/2/2013,37.940627,-121.287782,20,C,Missing/Undefined
6/21/2013,36.960783,-121.535817,0.5,B,Missing/Undefined
5/25/2013,34.627498,-120.075289,1,B,Missing/Undefined
5/3/2013,33.975567,-117.2069,13,C,Miscellaneous
4/27/2013,37.964684,-121.214677,1,B,Missing/Undefined
4/26/2013,33.656017,-117.198367,1,B,Missing/Undefined
5/12/2013,33.68535,-116.2339,1,B,Debris Burning
5/21/2013,33.937233,-117.2405,1,B,Missing/Undefined
5/17/2013,37.754504,-121.371222,1.1,B,Debris Burning
6/1/2013,37.386177,-122.17169,0.1,A,Missing/Undefined
5/12/2013,36.604117,-121.691017,0.1,A,Missing/Undefined
6/28/2013,38.165667,-122.203567,0.1,A,Miscellaneous
4/16/2013,39.551417,-121.800533,0.25,A,Miscellaneous
5/26/2013,36.956433,-119.793933,1,B,Miscellaneous
6/16/2013,37.01745,-119.7939,480,E,Miscellaneous
5/27/2013,35.4994,-119.618317,0.1,A,Missing/Undefined
6/9/2013,38.544167,-122.226,0.5,B,Miscellaneous
6/23/2013,37.507649,-122.289061,0.5,B,Debris Burning
4/21/2013,36.774567,-119.577267,1,B,Debris Burning
4/18/2013,38.1326,-120.437117,0.1,A,Debris Burning
6/14/2013,38.570674,-121.347434,0.01,A,Missing/Undefined
6/24/2013,33.041633,-117.134583,1,B,Miscellaneous
5/1/2013,39.30985,-123.751733,0.1,A,Debris Burning
6/15/2013,37.85615,-120.51065,3,B,Miscellaneous
6/20/2013,38.8123,-122.570883,0.1,A,Missing/Undefined
6/9/2013,37.767667,-121.6135,58,C,Miscellaneous
5/22/2013,40.10955,-123.98985,3.4,B,Missing/Undefined
5/12/2013,34.4253,-117.525567,1,B,Miscellaneous
6/7/2013,32.668967,-116.488267,0.08,A,Miscellaneous
5/4/2013,39.680417,-123.509883,0.5,B,Miscellaneous
6/21/2013,40.204667,-122.252,0.16,A,Missing/Undefined
5/23/2013,33.025733,-116.84495,0.1,A,Missing/Undefined
4/23/2013,38.429076,-122.741527,0.01,A,Missing/Undefined
5/20/2013,39.240417,-121.360533,1,B,Debris Burning
5/10/2013,38.776601,-121.21956,0.1,A,Miscellaneous
5/30/2013,38.015433,-122.190783,0.1,A,Missing/Undefined
4/6/2013,33.693426,-117.900927,0.01,A,Missing/Undefined
6/2/2013,35.212723,-118.833245,0.01,A,Missing/Undefined
5/15/2013,37.751333,-121.610067,1,B,Miscellaneous
6/15/2013,37.010467,-119.7939,0.25,A,Miscellaneous
6/29/2013,38.1773,-120.950867,0.1,A,Missing/Undefined
6/28/2013,35.317067,-120.621383,2.5,B,Missing/Undefined
5/9/2013,34.432167,-116.972017,0.1,A,Miscellaneous
6/17/2013,38.074117,-120.980867,27,C,Missing/Undefined
4/13/2013,37.336967,-120.39655,0.1,A,Missing/Undefined
6/10/2013,37.148417,-120.6614,0.1,A,Miscellaneous
6/29/2013,33.621917,-117.317117,0.25,A,Missing/Undefined
6/24/2013,33.676456,-117.804187,0.1,A,Missing/Undefined
6/6/2013,37.411772,-122.152624,0.01,A,Debris Burning
5/6/2013,34.429367,-117.209617,0.1,A,Debris Burning
5/31/2013,38.4553,-121.280219,0.2,A,Missing/Undefined
4/30/2013,33.7814,-116.943133,0.1,A,Debris Burning
6/13/2013,38.03765,-120.63245,0.1,A,Debris Burning
5/23/2013,38.588391,-121.270524,0.01,A,Missing/Undefined
5/27/2013,36.736117,-119.062217,1,B,Miscellaneous
5/11/2013,37.262483,-119.8701,3,B,Miscellaneous
5/29/2013,39.145413,-121.635226,0.01,A,Miscellaneous
5/21/2013,36.17165,-120.1893,1,B,Miscellaneous
4/29/2013,37.94641,-121.234713,1,B,Missing/Undefined
6/11/2013,37.005633,-119.893617,0.25,A,Missing/Undefined
6/30/2013,34.057382,-117.184356,0.1,A,Missing/Undefined
5/19/2013,34.503787,-118.616166,912,E,Missing/Undefined
4/15/2013,33.587933,-116.112433,0.25,A,Miscellaneous
5/22/2013,37.36685,-120.600217,0.1,A,Missing/Undefined
4/24/2013,38.759683,-120.832117,0.5,B,Debris Burning
6/26/2013,33.90205,-117.562267,0.1,A,Missing/Undefined
5/5/2013,40.280367,-123.74305,1,B,Miscellaneous
5/26/2013,36.876583,-120.435867,0.12,A,Missing/Undefined
5/11/2013,39.279115,-121.673978,2,B,Debris Burning
5/6/2013,37.209267,-120.980167,0.1,A,Debris Burning
5/14/2013,37.781924,-121.453402,0.1,A,Missing/Undefined
5/4/2013,34.067976,-117.924714,0.01,A,Missing/Undefined
4/15/2013,38.432116,-122.748848,0.01,A,Missing/Undefined
6/23/2013,38.703198,-121.335563,0.01,A,Missing/Undefined
6/16/2013,38.518783,-122.715133,0.1,A,Debris Burning
5/17/2013,35.870483,-118.646033,1,B,Miscellaneous
6/18/2013,33.9556,-117.016417,2,B,Missing/Undefined
4/20/2013,37.94257,-121.288349,0.01,A,Missing/Undefined
6/8/2013,37.579217,-122.323433,0.01,A,Missing/Undefined
5/13/2013,40.100883,-123.793667,0.1,A,Miscellaneous
6/27/2013,37.267167,-121.711167,10,C,Miscellaneous
4/16/2013,38.448233,-123.05875,0.25,A,Miscellaneous
5/4/2013,35.398082,-118.883148,1,B,Missing/Undefined
4/9/2013,37.326975,-120.478366,0.02,A,Missing/Undefined
5/13/2013,34.1156,-117.20875,1,B,Missing/Undefined
6/1/2013,39.916733,-122.185233,0.5,B,Miscellaneous
5/25/2013,38.021267,-121.980767,3.4,B,Miscellaneous
5/3/2013,36.380967,-121.297067,0.1,A,Missing/Undefined
5/7/2013,37.054333,-120.383,1,B,Missing/Undefined
6/3/2013,41.337783,-122.367233,0.1,A,Miscellaneous
6/18/2013,38.589929,-121.268348,0.01,A,Missing/Undefined
5/29/2013,37.93015,-121.275399,0.02,A,Missing/Undefined
6/21/2013,37.185833,-120.55255,0.1,A,Miscellaneous
5/22/2013,36.24215,-120.237383,1,B,Miscellaneous
5/5/2013,33.935333,-117.036833,0.25,A,Missing/Undefined
4/4/2013,32.727683,-116.909317,1,B,Missing/Undefined
5/5/2013,38.889783,-123.626833,1,B,Debris Burning
5/10/2013,37.958461,-121.292657,0.01,A,Missing/Undefined
5/2/2013,37.86025,-122.236583,0.3,B,Missing/Undefined
6/14/2013,36.701748,-119.727414,1,B,Missing/Undefined
6/27/2013,37.33285,-119.659083,0.1,A,Miscellaneous
6/23/2013,38.703198,-121.335563,0.01,A,Missing/Undefined
5/4/2013,33.918617,-116.601617,0.1,A,Missing/Undefined
5/30/2013,38.27965,-122.25005,1,B,Missing/Undefined
5/24/2013,38.67095,-120.889117,0.1,A,Missing/Undefined
4/15/2013,36.585169,-121.848932,0.05,A,Missing/Undefined
4/30/2013,38.69363,-121.452241,0.1,A,Missing/Undefined
4/30/2013,37.762094,-121.969495,0.01,A,Missing/Undefined
4/24/2013,36.62405,-120.387283,35,C,Miscellaneous
6/13/2013,33.555533,-117.01565,1,B,Missing/Undefined
7/4/2013,37.743333,-121.563833,20,C,Miscellaneous
5/8/2013,37.309567,-120.851633,0.25,A,Missing/Undefined
6/8/2013,35.32316,-118.91431,0.01,A,Miscellaneous
4/10/2013,37.054167,-120.968667,0.1,A,Debris Burning
6/10/2013,38.7372,-123.4854,1,B,Miscellaneous
5/22/2013,38.683027,-121.336679,0.1,A,Missing/Undefined
4/25/2013,35.669767,-120.605533,0.5,B,Miscellaneous
5/21/2013,33.933467,-116.878017,0.1,A,Missing/Undefined
4/30/2013,37.837033,-120.189833,0.5,B,Debris Burning
4/28/2013,36.729467,-119.6459,0.25,A,Missing/Undefined
6/16/2013,37.836417,-120.503917,1,B,Missing/Undefined
6/19/2013,39.162883,-123.56885,0.1,A,Missing/Undefined
5/15/2013,36.077383,-121.179533,10,C,Miscellaneous
5/14/2013,33.685033,-117.19295,0.05,A,Missing/Undefined
5/20/2013,39.2358,-123.178283,0.25,A,Missing/Undefined
4/20/2013,38.408667,-122.644833,1,B,Debris Burning
5/21/2013,37.930683,-122.254183,0.1,A,Missing/Undefined
4/29/2013,38.663997,-121.272044,0.01,A,Missing/Undefined
5/5/2013,38.661146,-121.38008,0.1,A,Missing/Undefined
4/27/2013,38.324134,-122.434742,3,B,Miscellaneous
5/23/2013,38.637317,-122.55675,2.5,B,Missing/Undefined
5/9/2013,32.854717,-116.849883,0.25,A,Missing/Undefined
5/18/2013,40.476233,-122.394467,1,B,Miscellaneous
6/7/2013,38.642018,-121.282467,0.01,A,Miscellaneous
4/28/2013,38.009833,-120.3806,1,B,Debris Burning
5/13/2013,33.810788,-118.003323,0.01,A,Miscellaneous
6/8/2013,38.913483,-121.01875,1.5,B,Miscellaneous
5/29/2013,37.083617,-120.283617,0.25,A,Missing/Undefined
6/8/2013,37.928729,-121.327757,2,B,Miscellaneous
4/11/2013,37.0711,-119.971567,1,B,Missing/Undefined
5/19/2013,36.1815,-120.1981,0.1,A,Missing/Undefined
5/31/2013,37.393817,-120.741317,86.5,C,Missing/Undefined
6/14/2013,37.375026,-120.763532,1,B,Missing/Undefined
4/20/2013,33.90945,-117.561133,1,B,Debris Burning
6/15/2013,36.974817,-120.074583,1,B,Miscellaneous
4/28/2013,37.925932,-121.284059,0.1,A,Missing/Undefined
6/28/2013,40.8608,-121.538383,1,B,Debris Burning
5/30/2013,38.059567,-120.948833,24,C,Missing/Undefined
5/9/2013,40.12975,-123.8568,0.25,A,Debris Burning
4/23/2013,40.49005,-123.180117,1.8,B,Debris Burning
4/17/2013,38.622943,-121.464553,2,B,Missing/Undefined
4/15/2013,39.00405,-120.857683,0.1,A,Debris Burning
5/17/2013,33.91365,-117.248067,0.1,A,Missing/Undefined
4/20/2013,36.315849,-119.648489,0.1,A,Missing/Undefined
5/19/2013,37.680678,-121.343055,4,B,Missing/Undefined
4/25/2013,38.446361,-122.702623,0.01,A,Missing/Undefined
4/27/2013,38.642179,-121.368128,0.2,A,Miscellaneous
4/29/2013,37.680678,-121.343055,0.1,A,Missing/Undefined
5/4/2013,39.819967,-121.588433,1,B,Missing/Undefined
5/1/2013,38.429617,-120.5945,0.3,B,Miscellaneous
5/20/2013,37.0509,-121.5198,1.8,B,Missing/Undefined
5/11/2013,33.773033,-116.251567,0.5,B,Missing/Undefined
6/15/2013,39.111117,-121.30805,25,C,Missing/Undefined
4/16/2013,34.0783,-117.048783,0.1,A,Miscellaneous
5/18/2013,39.997167,-122.288917,5,B,Miscellaneous
5/3/2013,36.072567,-120.992267,1,B,Miscellaneous
5/3/2013,40.4574,-122.006883,17,C,Debris Burning
5/18/2013,38.824183,-122.20305,0.1,A,Missing/Undefined
5/15/2013,37.2295,-120.570683,0.15,A,Miscellaneous
6/3/2013,37.978017,-120.315117,1,B,Missing/Undefined
5/25/2013,37.015883,-120.06845,0.25,A,Missing/Undefined
5/28/2013,37.704375,-121.398066,3,B,Miscellaneous
5/27/2013,33.670183,-115.914983,1,B,Missing/Undefined
5/18/2013,39.4176,-123.80985,0.1,A,Miscellaneous
6/20/2013,34.0105,-117.103012,1,B,Missing/Undefined
4/16/2013,33.938767,-117.585133,0.03,A,Miscellaneous
6/29/2013,40.270983,-122.2863,0.1,A,Missing/Undefined
6/2/2013,36.757183,-119.51085,0.25,A,Miscellaneous
6/9/2013,39.913883,-122.211717,1,B,Debris Burning
4/18/2013,39.0728,-121.08475,0.1,A,Debris Burning
6/15/2013,39.982817,-122.29385,9,B,Missing/Undefined
6/5/2013,36.6521,-119.457533,1,B,Debris Burning
5/3/2013,37.687378,-122.400792,0.02,A,Missing/Undefined
5/5/2013,35.41275,-118.967595,1,B,Miscellaneous
6/25/2013,33.923267,-116.664183,0.1,A,Missing/Undefined
5/22/2013,36.211195,-119.652716,2.05,B,Missing/Undefined
4/23/2013,38.794717,-120.7764,0.1,A,Debris Burning
5/6/2013,36.309617,-119.305479,0.01,A,Missing/Undefined
6/11/2013,38.387683,-122.0005,0.1,A,Miscellaneous
6/8/2013,41.599817,-122.403417,0.05,A,Miscellaneous
6/7/2013,38.019264,-121.272566,3,B,Missing/Undefined
5/13/2013,37.94632,-121.289338,0.1,A,Missing/Undefined
5/25/2013,36.605083,-119.556767,1,B,Missing/Undefined
4/20/2013,36.90495,-121.65645,1,B,Debris Burning
5/4/2013,39.294167,-121.49615,0.1,A,Debris Burning
6/29/2013,40.18795,-122.21695,0.1,A,Miscellaneous
5/3/2013,33.724733,-117.14875,0.1,A,Missing/Undefined
5/20/2013,37.99259,-121.301443,1.5,B,Missing/Undefined
6/17/2013,39.581433,-121.690983,0.5,B,Miscellaneous
6/17/2013,37.2458,-120.405183,0.1,A,Missing/Undefined
6/8/2013,36.8469,-121.69005,0.1,A,Missing/Undefined
4/30/2013,40.173267,-123.602583,0.1,A,Missing/Undefined
6/18/2013,34.870027,-118.262472,3,B,Missing/Undefined
4/29/2013,36.489233,-119.7552,0.12,A,Debris Burning
5/18/2013,37.429117,-120.630267,2,B,Missing/Undefined
4/20/2013,39.32435,-120.852933,0.1,A,Miscellaneous
5/18/2013,37.083317,-120.382683,0.5,B,Missing/Undefined
4/3/2013,33.612917,-117.09445,0.1,A,Missing/Undefined
5/30/2013,38.498467,-122.042733,0.1,A,Debris Burning
6/22/2013,37.4333,-120.778083,0.1,A,Missing/Undefined
6/19/2013,40.3525,-120.8494,0.1,A,Miscellaneous
6/30/2013,36.748,-120.71215,0.1,A,Missing/Undefined
6/13/2013,38.490767,-122.73115,0.1,A,Missing/Undefined
5/4/2013,39.6802,-121.784983,1,B,Debris Burning
5/26/2013,36.971283,-121.382017,0.3,B,Missing/Undefined
5/16/2013,33.967333,-116.908133,2,B,Missing/Undefined
6/12/2013,36.9381,-120.028433,2,B,Missing/Undefined
6/23/2013,38.912233,-119.962817,0.1,A,Miscellaneous
6/30/2013,37.94257,-121.288349,0.25,A,Missing/Undefined
4/25/2013,38.936367,-121.105633,0.1,A,Missing/Undefined
4/25/2013,39.278198,-121.660003,0.25,A,Missing/Undefined
4/27/2013,33.75755,-117.2236,0.1,A,Missing/Undefined
4/27/2013,38.575378,-121.304654,0.01,A,Missing/Undefined
5/22/2013,37.94632,-121.289338,0.1,A,Miscellaneous
4/21/2013,40.304153,-121.224605,2.2,B,Miscellaneous
6/11/2013,40.314517,-121.0688,0.02,A,Miscellaneous
5/26/2013,38.686552,-121.38294,1,B,Missing/Undefined
5/28/2013,39.938617,-122.141283,4,B,Missing/Undefined
5/1/2013,38.119206,-122.609003,0.1,A,Miscellaneous
5/27/2013,35.7449,-120.273483,0.1,A,Missing/Undefined
6/8/2013,37.179117,-119.78155,0.1,A,Missing/Undefined
5/24/2013,35.55675,-120.681217,0.25,A,Missing/Undefined
5/30/2013,38.775917,-120.946467,0.25,A,Debris Burning
5/10/2013,39.8721,-121.770883,1,B,Miscellaneous
6/22/2013,33.85635,-117.017633,5,B,Miscellaneous
5/21/2013,38.4968,-121.091133,3.4,B,Missing/Undefined
6/25/2013,38.593067,-120.612167,0.1,A,Debris Burning
5/16/2013,33.672167,-117.377733,1,B,Missing/Undefined
5/13/2013,32.813467,-116.946333,0.5,B,Missing/Undefined
5/15/2013,37.533531,-122.305491,0.01,A,Missing/Undefined
5/28/2013,38.540667,-123.09075,1,B,Miscellaneous
4/17/2013,41.118517,-121.317901,5,B,Missing/Undefined
5/25/2013,35.513867,-120.6341,5.9,B,Missing/Undefined
4/22/2013,33.0474,-116.88245,0.1,A,Miscellaneous
4/21/2013,37.682315,-122.395019,1.01,B,Missing/Undefined
6/2/2013,38.840133,-122.5635,0.1,A,Miscellaneous
6/10/2013,33.90305,-116.7513,0.5,B,Missing/Undefined
4/3/2013,35.47037,-119.314328,0.05,A,Missing/Undefined
6/11/2013,39.2471,-123.007833,0.1,A,Miscellaneous
4/30/2013,33.68395,-116.017417,0.1,A,Miscellaneous
5/15/2013,37.2147,-120.488083,12,C,Miscellaneous
5/2/2013,38.36165,-120.808483,0.5,B,Miscellaneous
6/11/2013,38.688126,-121.429444,0.05,A,Missing/Undefined
6/11/2013,39.829833,-121.7355,1,B,Miscellaneous
4/16/2013,37.721233,-120.3361,2,B,Debris Burning
5/31/2013,39.880567,-122.19795,1,B,Missing/Undefined
6/30/2013,37.018233,-120.128617,0.1,A,Miscellaneous
5/4/2013,37.711033,-121.6467,0.5,B,Miscellaneous
4/19/2013,33.9318,-117.243917,0.1,A,Missing/Undefined
4/29/2013,38.017133,-120.94505,3,B,Missing/Undefined
6/2/2013,33.008383,-116.885233,0.1,A,Missing/Undefined
6/13/2013,38.439418,-120.569242,0.1,A,Debris Burning
6/11/2013,39.217,-121.101333,1,B,Miscellaneous
5/22/2013,37.94257,-121.288349,0.1,A,Missing/Undefined
6/21/2013,35.36693,-119.119085,0.01,A,Missing/Undefined
5/31/2013,34.916522,-120.431457,0.01,A,Missing/Undefined
4/6/2013,35.818117,-121.057117,0.5,B,Debris Burning
5/23/2013,33.609517,-114.731783,0.1,A,Debris Burning
6/22/2013,37.203333,-120.141667,1,B,Debris Burning
5/22/2013,37.957274,-121.264778,2,B,Missing/Undefined
6/4/2013,37.258567,-120.487967,1,B,Missing/Undefined
5/14/2013,36.75015,-119.582733,1,B,Miscellaneous
6/8/2013,37.177333,-119.809283,0.4,B,Missing/Undefined
4/17/2013,33.77295,-117.0334,0.1,A,Miscellaneous
4/9/2013,37.725195,-121.434687,0.1,A,Missing/Undefined
6/1/2013,40.030567,-124.071933,1,B,Debris Burning
5/2/2013,36.817433,-119.597133,4,B,Miscellaneous
4/26/2013,38.325183,-122.274083,0.1,A,Miscellaneous
5/20/2013,37.423333,-120.767417,0.1,A,Missing/Undefined
6/29/2013,34.243183,-117.415367,1,B,Miscellaneous
6/16/2013,37.3235,-119.6417,0.1,A,Miscellaneous
4/24/2013,41.04025,-124.105367,1,B,Missing/Undefined
8/22/2013,40.462667,-122.55235,2.5,B,Miscellaneous
7/12/2013,39.347617,-121.3309,2,B,Missing/Undefined
7/26/2013,38.833317,-122.212867,2,B,Miscellaneous
9/12/2013,32.819117,-116.954133,2,B,Missing/Undefined
8/25/2013,38.935067,-121.177567,2,B,Missing/Undefined
9/3/2013,38.771417,-122.623417,2,B,Missing/Undefined
7/25/2013,33.4958,-117.052383,2,B,Missing/Undefined
9/25/2013,37.8764,-121.705883,2,B,Missing/Undefined
8/25/2013,38.033,-122.216,2,B,Miscellaneous
8/12/2013,36.997567,-120.765167,2,B,Missing/Undefined
11/13/2013,34.203383,-117.414817,0.8,B,Miscellaneous
11/8/2013,34.001883,-117.7676,0.1,A,Missing/Undefined
12/18/2013,34.125567,-117.2193,0.1,A,Miscellaneous
12/19/2013,38.392467,-121.997567,3,B,Debris Burning
10/3/2013,38.291133,-122.119133,47,C,Missing/Undefined
11/22/2013,38.439017,-122.00175,12,C,Miscellaneous
11/15/2013,38.314617,-122.122433,0.5,B,Miscellaneous
11/28/2013,38.490367,-122.002717,0.1,A,Miscellaneous
11/7/2013,38.55795,-122.68835,0.1,A,Miscellaneous
11/16/2013,38.212028,-122.549274,2.7,B,Miscellaneous
11/23/2013,38.84425,-122.015717,0.1,A,Miscellaneous
11/21/2013,38.273517,-122.708,0.1,A,Miscellaneous
11/22/2013,38.7899,-122.7573,0.3,B,Miscellaneous
10/31/2013,38.2228,-122.524967,0.2,A,Miscellaneous
12/5/2013,38.2932,-122.413217,1,B,Miscellaneous
11/2/2013,38.436817,-123.103767,5,B,Debris Burning
10/9/2013,38.649067,-122.73935,0.1,A,Miscellaneous
10/30/2013,38.512667,-122.715067,0.1,A,Missing/Undefined
10/25/2013,38.270817,-122.763467,0.1,A,Missing/Undefined
12/28/2013,38.778633,-123.039983,1,B,Miscellaneous
