DATE,LATITUDE,LONGITUDE,FIRE_SIZE,FIRE_SIZE_CLASS,STAT_CAUSE_DESCR
5/31/2012,40.176401,-123.609302,0.1,A,Miscellaneous
6/2/2012,41.184333,-123.7075,0.1,A,Miscellaneous
6/15/2012,41.753039,-124.181369,0.1,A,Debris Burning
6/23/2012,40.10235,-123.79685,0.2,A,Missing/Undefined
6/28/2012,41.00909,-124.0911,0.5,B,Debris Burning
6/29/2012,40.31639,-123.92528,1,B,Missing/Undefined
7/1/2012,40.318633,-124.295,1,B,Miscellaneous
7/3/2012,40.035,-123.791567,0.1,A,Miscellaneous
7/6/2012,40.288637,-123.802733,1,B,Miscellaneous
7/10/2012,41.278056,-123.816667,2,B,Missing/Undefined
7/11/2012,41.25245,-123.77275,0.18,A,Missing/Undefined
7/13/2012,40.1009,-123.790533,0.2,A,Missing/Undefined
7/14/2012,40.3536,-123.92255,1,B,Missing/Undefined
7/21/2012,40.310117,-124.23925,7.6,B,Missing/Undefined
7/22/2012,40.053663,-123.79328,1.01,B,Miscellaneous
7/25/2012,40.11035,-123.7245,0.2,A,Miscellaneous
7/25/2012,40.34058,-123.90516,0.1,A,Missing/Undefined
7/28/2012,41.77945,-124.199917,0.1,A,Miscellaneous
8/4/2012,40.30861,-123.90806,0.1,A,Missing/Undefined
8/9/2012,40.229283,-123.864683,0.39,B,Missing/Undefined
8/10/2012,41.512099,-123.993329,0.1,A,Debris Burning
8/12/2012,41.522999,-124.032738,0.1,A,Miscellaneous
8/14/2012,40.162222,-123.659167,0.33,B,Missing/Undefined
8/15/2012,40.866111,-123.799167,1,B,Miscellaneous
8/17/2012,41.3675,-123.893333,7,B,Missing/Undefined
8/18/2012,40.09594,-123.795489,0.25,A,Miscellaneous
8/18/2012,41.764617,-124.194583,0.03,A,Missing/Undefined
8/19/2012,40.17837,-123.61262,0.1,A,Miscellaneous
8/21/2012,40.290556,-123.790278,6,B,Miscellaneous
8/27/2012,40.35306,-124.00806,1,B,Missing/Undefined
8/27/2012,41.52667,-124.03722,1,B,Missing/Undefined
9/1/2012,41.13611,-124.16028,0.1,A,Miscellaneous
9/1/2012,41.532469,-124.041159,0.1,A,Miscellaneous
9/3/2012,41.15305,-123.890417,0.1,A,Miscellaneous
9/8/2012,40.120767,-123.816183,0.22,A,Miscellaneous
9/8/2012,41.757167,-124.174167,0.25,A,Missing/Undefined
9/10/2012,40.0175,-123.753333,0.05,A,Missing/Undefined
9/12/2012,40.868116,-123.995627,0.1,A,Missing/Undefined
9/12/2012,40.929787,-124.094097,0.1,A,Miscellaneous
9/13/2012,40.769017,-124.1147,0.1,A,Debris Burning
9/13/2012,40.7865,-124.107333,0.1,A,Miscellaneous
9/15/2012,40.092167,-123.794667,0.1,A,Missing/Undefined
9/16/2012,40.760833,-124.130833,1,B,Miscellaneous
9/19/2012,40.937709,-123.89971,0.1,A,Missing/Undefined
9/21/2012,40.777062,-124.135567,0.5,B,Missing/Undefined
9/21/2012,41.312167,-123.855333,0.7,B,Missing/Undefined
9/27/2012,41.841533,-124.168033,0.1,A,Missing/Undefined
9/28/2012,41.787162,-124.181538,0.1,A,Debris Burning
10/1/2012,40.6316,-124.273783,0.25,A,Debris Burning
10/2/2012,40.446667,-123.891667,1.7,B,Miscellaneous
10/4/2012,40.478139,-123.760879,0.05,A,Debris Burning
10/9/2012,40.430317,-123.93965,1,B,Missing/Undefined
10/17/2012,40.125633,-123.822017,0.1,A,Miscellaneous
10/19/2012,40.021944,-123.924722,1,B,Miscellaneous
10/19/2012,40.896667,-123.769722,0.1,A,Miscellaneous
10/19/2012,40.925767,-123.8053,0.1,A,Miscellaneous
10/19/2012,40.925767,-123.8053,0.1,A,Miscellaneous
10/20/2012,40.323533,-123.91365,0.02,A,Miscellaneous
10/20/2012,40.437717,-124.402883,0.1,A,Miscellaneous
10/30/2012,40.340983,-123.713583,0.1,A,Debris Burning
11/11/2012,40.466883,-123.824733,1,B,Miscellaneous
12/16/2012,40.351917,-123.923633,0.1,A,Miscellaneous
1/1/2012,34.6907,-118.2886,0.5,B,Miscellaneous
2/18/2012,34.179577,-118.637292,1,B,Missing/Undefined
3/2/2012,33.839444,-118.382917,1,B,Missing/Undefined
3/3/2012,33.894613,-118.36815,1,B,Miscellaneous
1/2/2012,34.7333,-118.1573,0.11,A,Missing/Undefined
1/2/2012,34.0696,-117.7593,0.11,A,Missing/Undefined
1/3/2012,33.8024,-118.2904,0.11,A,Missing/Undefined
1/5/2012,34.0327,-118.1704,0.11,A,Missing/Undefined
1/6/2012,34.6017,-118.1255,0.11,A,Missing/Undefined
1/7/2012,34.0543,-118.0041,1,B,Missing/Undefined
1/7/2012,34.0614,-117.7894,0.5,B,Missing/Undefined
1/8/2012,34.5658,-118.0809,1,B,Missing/Undefined
1/8/2012,34.8173,-118.8823,0.3,B,Missing/Undefined
1/8/2012,34.3572,-118.5579,0.11,A,Missing/Undefined
8/19/2012,34.170822,-118.527763,1,B,Missing/Undefined
1/9/2012,34.5578,-117.9582,0.11,A,Missing/Undefined
1/10/2012,33.9465,-117.9927,0.11,A,Missing/Undefined
1/10/2012,34.0687,-117.8428,0.11,A,Missing/Undefined
1/14/2012,34.6676,-118.1434,0.3,B,Missing/Undefined
2/27/2012,34.193663,-118.30919,0.01,A,Missing/Undefined
1/15/2012,34.5981,-118.1284,0.11,A,Missing/Undefined
8/16/2012,34.254585,-118.582199,0.11,A,Missing/Undefined
1/15/2012,34.7039,-118.1569,0.11,A,Missing/Undefined
1/16/2012,34.6103,-118.2009,0.11,A,Miscellaneous
1/18/2012,34.6893,-118.2368,2,B,Missing/Undefined
1/18/2012,34.0702,-117.962,0.11,A,Missing/Undefined
1/20/2012,34.6822,-118.1187,0.21,A,Missing/Undefined
3/22/2012,34.191599,-118.297338,0.01,A,Missing/Undefined
1/21/2012,34.6786,-118.1212,0.11,A,Missing/Undefined
3/24/2012,34.192742,-118.351833,0.01,A,Missing/Undefined
1/26/2012,34.6602,-118.2276,0.11,A,Miscellaneous
1/28/2012,33.7426,-118.369,0.11,A,Miscellaneous
1/28/2012,34.7832,-118.6608,0.11,A,Missing/Undefined
1/29/2012,33.7104,-118.2856,0.11,A,Miscellaneous
1/30/2012,34.4106,-118.4587,0.5,B,Missing/Undefined
2/1/2012,34.6675,-118.2365,0.32,B,Missing/Undefined
2/4/2012,34.036,-118.0247,0.11,A,Missing/Undefined
2/4/2012,34.0632,-117.7192,0.11,A,Miscellaneous
2/5/2012,34.6949,-118.1344,0.11,A,Missing/Undefined
2/5/2012,33.8963,-118.187,0.11,A,Missing/Undefined
2/6/2012,33.952,-118.0289,0.11,A,Missing/Undefined
2/7/2012,34.1331,-117.956,0.11,A,Miscellaneous
2/8/2012,33.9124,-118.1796,1,B,Missing/Undefined
2/9/2012,34.4108,-118.6695,5,B,Miscellaneous
2/9/2012,34.1582,-118.7834,0.11,A,Missing/Undefined
2/10/2012,34.5871,-118.1387,0.11,A,Miscellaneous
2/11/2012,33.964,-118.1716,0.11,A,Missing/Undefined
2/15/2012,34.6822,-118.1035,0.11,A,Miscellaneous
2/18/2012,33.9164,-118.3701,0.21,A,Miscellaneous
2/18/2012,33.9302,-118.3439,0.21,A,Missing/Undefined
2/21/2012,33.9046,-118.1848,0.11,A,Missing/Undefined
2/23/2012,34.0639,-117.812,1,B,Missing/Undefined
2/24/2012,34.1072,-117.7442,0.11,A,Missing/Undefined
2/26/2012,34.1587,-117.9029,0.11,A,Missing/Undefined
2/26/2012,34.7287,-117.8852,0.21,A,Missing/Undefined
3/1/2012,34.6531,-118.1567,2,B,Miscellaneous
3/2/2012,34.5494,-118.0695,1,B,Miscellaneous
3/3/2012,34.6346,-118.7347,0.11,A,Debris Burning
3/3/2012,34.6104,-117.8103,0.21,A,Missing/Undefined
3/3/2012,34.6385,-117.8541,0.41,B,Miscellaneous
3/4/2012,34.0983,-118.6733,0.11,A,Missing/Undefined
3/4/2012,34.624,-117.9961,0.11,A,Missing/Undefined
3/5/2012,34.4495,-118.6136,0.11,A,Miscellaneous
3/5/2012,34.0699,-118.1024,0.11,A,Missing/Undefined
3/7/2012,34.1859,-118.1129,0.11,A,Miscellaneous
3/9/2012,34.0227,-117.815,0.11,A,Debris Burning
3/9/2012,34.068,-118.0994,2,B,Missing/Undefined
3/9/2012,34.0626,-117.7875,0.11,A,Missing/Undefined
3/10/2012,34.5871,-118.1177,0.5,B,Missing/Undefined
3/10/2012,34.5898,-118.1195,0.5,B,Missing/Undefined
3/12/2012,34.2767,-118.6167,3,B,Missing/Undefined
3/12/2012,33.8976,-118.0729,0.11,A,Miscellaneous
3/13/2012,34.5797,-118.094,1,B,Missing/Undefined
3/13/2012,34.0717,-118.0995,0.11,A,Missing/Undefined
3/13/2012,34.0039,-118.1386,0.11,A,Miscellaneous
3/14/2012,34.5429,-117.9793,0.41,B,Missing/Undefined
3/18/2012,34.66,-118.2892,0.11,A,Missing/Undefined
3/19/2012,34.6641,-118.1313,0.5,B,Missing/Undefined
3/21/2012,34.6165,-118.1478,0.11,A,Miscellaneous
3/21/2012,34.0413,-118.0597,0.11,A,Missing/Undefined
3/23/2012,34.7043,-118.0841,0.5,B,Missing/Undefined
3/24/2012,34.7479,-118.1445,0.11,A,Missing/Undefined
3/27/2012,34.3984,-118.4913,0.21,A,Missing/Undefined
3/27/2012,33.8757,-118.104,0.11,A,Missing/Undefined
3/28/2012,34.2402,-118.6404,0.11,A,Debris Burning
3/31/2012,34.6201,-117.8375,0.5,B,Miscellaneous
2/5/2012,34.125227,-118.013436,1,B,Miscellaneous
3/7/2012,34.129518,-118.065351,0.1,A,Missing/Undefined
5/4/2012,33.881762,-118.397119,0.01,A,Missing/Undefined
6/18/2012,33.868551,-118.391561,0.01,A,Missing/Undefined
1/13/2012,41.012183,-121.03775,24.6,C,Debris Burning
1/14/2012,41.5337,-120.5535,0.6,B,Miscellaneous
1/15/2012,40.366807,-120.618491,28,C,Miscellaneous
5/14/2012,40.410678,-120.639218,0.1,A,Missing/Undefined
2/11/2012,41.215058,-121.104307,3,B,Debris Burning
2/24/2012,40.314414,-121.055684,0.01,A,Debris Burning
3/25/2012,41.244782,-121.13715,1.3,B,Debris Burning
5/5/2012,40.251906,-121.077674,0.5,B,Debris Burning
5/8/2012,41.2737,-121.140083,0.5,B,Missing/Undefined
5/15/2012,41.202932,-121.368372,0.3,B,Debris Burning
5/18/2012,40.796733,-120.8482,0.53,B,Miscellaneous
5/21/2012,40.2484,-121.21595,0.4,B,Debris Burning
6/12/2012,40.46345,-120.575983,0.5,B,Miscellaneous
6/23/2012,40.422631,-120.642691,0.1,A,Debris Burning
7/4/2012,41.501755,-120.545211,0.04,A,Miscellaneous
7/21/2012,40.311083,-121.193183,0.04,A,Missing/Undefined
7/26/2012,40.28635,-121.275017,0.1,A,Miscellaneous
8/4/2012,41.520556,-120.380833,0.7,B,Debris Burning
5/15/2012,41.192412,-121.366811,1,B,Missing/Undefined
5/17/2012,40.6458,-121.27723,1,B,Missing/Undefined
8/17/2012,41.232,-120.554317,2,B,Miscellaneous
8/18/2012,41.419767,-120.373767,0.2,A,Miscellaneous
9/1/2012,40.2512,-121.046533,0.2,A,Missing/Undefined
9/9/2012,40.415233,-120.713483,2.8,B,Missing/Undefined
9/13/2012,40.403611,-120.686111,230,D,Miscellaneous
6/14/2012,41.195131,-121.368482,0.1,A,Missing/Undefined
10/11/2012,40.278746,-121.253469,100,D,Missing/Undefined
11/7/2012,41.558206,-120.537971,5,B,Debris Burning
1/4/2012,39.13278,-122.209827,0.1,A,Missing/Undefined
5/10/2012,39.101058,-122.11175,0.1,A,Missing/Undefined
4/30/2012,38.45334,-121.941643,0.25,A,Missing/Undefined
6/6/2012,39.164928,-122.153928,0.1,A,Missing/Undefined
6/23/2012,39.203464,-122.004749,1,B,Missing/Undefined
1/6/2012,38.459812,-122.746878,0.01,A,Missing/Undefined
1/11/2012,38.433614,-122.711764,0.01,A,Missing/Undefined
1/15/2012,38.451911,-122.669856,0.01,A,Miscellaneous
1/6/2012,38.890572,-122.724502,1,B,Debris Burning
1/7/2012,38.847891,-122.609309,7,B,Debris Burning
1/8/2012,38.828465,-122.535171,1,B,Debris Burning
1/8/2012,38.63729,-123.388647,0.06,A,Debris Burning
1/13/2012,38.910382,-122.765872,1,B,Debris Burning
1/14/2012,38.367055,-122.65337,0.1,A,Missing/Undefined
1/15/2012,38.393036,-122.549485,0.1,A,Miscellaneous
1/16/2012,38.822383,-123.025368,0.25,A,Debris Burning
1/17/2012,38.37945,-122.514371,1,B,Debris Burning
1/18/2012,38.252309,-122.421268,0.25,A,Miscellaneous
1/19/2012,38.544583,-122.745933,0.25,A,Missing/Undefined
3/6/2012,38.411762,-122.72938,0.01,A,Missing/Undefined
1/28/2012,38.539695,-122.337932,7,B,Missing/Undefined
2/4/2012,38.42959,-122.933372,1,B,Debris Burning
2/5/2012,38.63737,-123.388676,0.5,B,Debris Burning
2/15/2012,38.526491,-123.263257,1,B,Debris Burning
2/17/2012,38.555791,-123.01149,0.01,A,Miscellaneous
2/21/2012,38.78014,-122.557603,1,B,Debris Burning
2/23/2012,38.435148,-122.296923,200,D,Debris Burning
2/24/2012,38.34644,-122.771073,0.01,A,Debris Burning
2/25/2012,38.465261,-123.009118,0.18,A,Miscellaneous
3/12/2012,38.716056,-122.95496,0.25,A,Debris Burning
4/6/2012,38.563354,-122.727623,0.25,A,Debris Burning
4/7/2012,38.591321,-122.357844,4,B,Debris Burning
4/9/2012,38.835649,-122.721921,2,B,Miscellaneous
4/16/2012,38.740438,-122.918412,0.5,B,Debris Burning
4/16/2012,38.828174,-122.527056,0.2,A,Debris Burning
4/22/2012,38.295,-122.743608,0.1,A,Missing/Undefined
4/24/2012,38.631265,-122.448561,0.5,B,Miscellaneous
4/25/2012,38.602911,-122.586807,1,B,Miscellaneous
4/28/2012,38.338861,-122.802229,1,B,Debris Burning
4/29/2012,38.960278,-122.705826,0.1,A,Miscellaneous
4/29/2012,38.760333,-123.1946,0.25,A,Debris Burning
4/30/2012,38.953194,-122.847965,0.1,A,Debris Burning
5/1/2012,38.861332,-122.690968,5,B,Miscellaneous
5/9/2012,38.79213,-123.020428,0.01,A,Missing/Undefined
5/10/2012,38.809167,-122.572778,5,B,Missing/Undefined
5/11/2012,38.807946,-122.572955,1,B,Missing/Undefined
5/11/2012,38.815076,-122.572625,1,B,Missing/Undefined
5/11/2012,38.828429,-122.583771,1,B,Missing/Undefined
5/12/2012,38.56001,-122.234924,0.1,A,Miscellaneous
5/12/2012,38.371993,-122.524055,1,B,Missing/Undefined
5/13/2012,38.720268,-122.998384,0.01,A,Missing/Undefined
5/16/2012,38.801286,-122.560146,1,B,Missing/Undefined
5/16/2012,38.800293,-122.558449,1,B,Missing/Undefined
5/16/2012,38.75517,-122.626336,0.5,B,Missing/Undefined
5/20/2012,38.30395,-122.13341,1,B,Missing/Undefined
5/22/2012,38.42783,-122.6315,1,B,Missing/Undefined
5/23/2012,38.846092,-123.015925,0.1,A,Miscellaneous
5/23/2012,38.649722,-122.742222,10,C,Miscellaneous
5/24/2012,38.578333,-122.944444,1,B,Miscellaneous
5/24/2012,38.967788,-122.596591,2,B,Miscellaneous
5/25/2012,38.570411,-122.448257,0.5,B,Debris Burning
5/27/2012,39.0668,-122.7833,2,B,Missing/Undefined
5/28/2012,39.038271,-122.965079,0.5,B,Debris Burning
5/28/2012,39.07986,-122.537795,1,B,Missing/Undefined
5/30/2012,38.212389,-122.455054,1,B,Debris Burning
5/31/2012,38.658548,-122.836134,0.75,B,Missing/Undefined
6/2/2012,38.674661,-123.108405,0.25,A,Missing/Undefined
6/3/2012,38.805865,-122.570545,0.1,A,Miscellaneous
6/6/2012,38.416456,-122.93437,0.1,A,Debris Burning
6/7/2012,38.783437,-123.00965,1,B,Missing/Undefined
6/8/2012,38.908599,-122.616413,1,B,Missing/Undefined
6/9/2012,38.729167,-122.141944,260,D,Missing/Undefined
6/9/2012,38.454517,-122.418831,0.5,B,Debris Burning
6/10/2012,38.56001,-122.234924,0.5,B,Miscellaneous
6/10/2012,38.672685,-122.444469,0.1,A,Miscellaneous
6/10/2012,38.576105,-122.530138,0.1,A,Debris Burning
6/10/2012,38.813617,-122.998423,0.3,B,Missing/Undefined
6/12/2012,38.303768,-122.708162,0.25,A,Missing/Undefined
6/12/2012,38.52148,-122.982655,1,B,Miscellaneous
6/12/2012,38.783437,-123.00965,1.88,B,Miscellaneous
6/13/2012,38.566876,-122.631874,0.1,A,Miscellaneous
6/14/2012,39.018215,-122.143172,5,B,Missing/Undefined
6/17/2012,38.810077,-122.570687,1,B,Miscellaneous
6/18/2012,38.650547,-122.729256,18.7,C,Miscellaneous
6/19/2012,38.295933,-122.259477,31,C,Missing/Undefined
6/19/2012,38.751505,-122.611677,0.1,A,Miscellaneous
6/23/2012,38.383056,-122.030278,7,B,Miscellaneous
6/24/2012,38.165935,-122.211573,1,B,Missing/Undefined
6/24/2012,38.169505,-122.200196,0.5,B,Missing/Undefined
6/27/2012,38.612414,-122.592778,4.6,B,Miscellaneous
6/27/2012,39.022919,-122.453604,4.7,B,Miscellaneous
6/28/2012,38.795263,-123.013761,0.8,B,Missing/Undefined
6/29/2012,38.264678,-122.407917,0.1,A,Miscellaneous
7/1/2012,38.405353,-122.007525,17,C,Miscellaneous
7/1/2012,38.783437,-123.00965,1,B,Missing/Undefined
7/2/2012,38.300762,-122.547353,0.1,A,Debris Burning
7/2/2012,39.1375,-122.91,10,C,Miscellaneous
7/3/2012,38.785843,-122.364701,0.1,A,Missing/Undefined
7/4/2012,38.303768,-122.708162,0.5,B,Miscellaneous
7/4/2012,38.547279,-122.870912,0.1,A,Missing/Undefined
7/6/2012,38.826698,-122.193429,0.1,A,Missing/Undefined
7/7/2012,38.402844,-123.03583,0.32,B,Missing/Undefined
7/7/2012,38.293678,-122.507408,0.1,A,Missing/Undefined
7/8/2012,38.853248,-122.757943,2,B,Missing/Undefined
7/9/2012,39.134722,-122.488333,0.1,A,Missing/Undefined
7/10/2012,38.542971,-122.745712,0.5,B,Missing/Undefined
7/11/2012,38.293678,-122.507408,3.1,B,Missing/Undefined
7/13/2012,38.490455,-122.003538,0.1,A,Miscellaneous
7/15/2012,38.261685,-122.700881,0.7,B,Miscellaneous
7/15/2012,38.602643,-122.631483,1,B,Miscellaneous
7/17/2012,38.306902,-122.232827,0.25,A,Missing/Undefined
7/20/2012,38.307409,-123.0115,0.1,A,Miscellaneous
7/21/2012,38.550105,-122.667852,1,B,Miscellaneous
7/21/2012,38.338641,-122.837662,0.1,A,Miscellaneous
7/22/2012,38.628056,-122.288889,0.5,B,Missing/Undefined
7/22/2012,38.438611,-122.010556,75,C,Missing/Undefined
7/22/2012,38.831485,-123.012096,0.25,A,Missing/Undefined
7/22/2012,38.370807,-122.380405,0.1,A,Missing/Undefined
7/23/2012,38.944565,-122.815103,0.1,A,Missing/Undefined
7/24/2012,38.57197,-122.625422,0.25,A,Miscellaneous
7/25/2012,38.808064,-123.009445,1,B,Missing/Undefined
7/26/2012,38.445556,-122.196389,0.1,A,Miscellaneous
7/27/2012,38.561251,-122.419328,0.5,B,Miscellaneous
7/29/2012,39.122969,-122.847876,0.1,A,Missing/Undefined
7/31/2012,38.486716,-122.353498,0.1,A,Miscellaneous
7/31/2012,38.554722,-123.263333,0.1,A,Miscellaneous
8/1/2012,38.582198,-122.445871,1,B,Miscellaneous
8/1/2012,38.318447,-122.501078,1,B,Miscellaneous
8/2/2012,38.22289,-122.262495,1,B,Missing/Undefined
8/2/2012,38.406062,-122.368653,0.1,A,Missing/Undefined
8/2/2012,38.754203,-122.622745,0.25,A,Miscellaneous
8/3/2012,38.140609,-122.110405,1,B,Missing/Undefined
8/4/2012,38.285022,-122.24103,0.1,A,Miscellaneous
8/5/2012,38.427654,-122.341163,0.1,A,Missing/Undefined
8/6/2012,38.50226,-122.930831,0.12,A,Miscellaneous
8/7/2012,38.560006,-122.234924,0.12,A,Debris Burning
8/9/2012,38.554524,-122.675247,0.1,A,Miscellaneous
8/9/2012,38.158767,-122.499988,1,B,Missing/Undefined
8/12/2012,38.540369,-122.236798,1.1,B,Debris Burning
8/12/2012,38.996389,-122.971111,8,B,Missing/Undefined
8/13/2012,38.4369,-122.011966,0.1,A,Missing/Undefined
8/14/2012,38.353459,-122.306622,0.1,A,Miscellaneous
8/15/2012,38.409037,-122.086964,0.1,A,Debris Burning
8/16/2012,38.36528,-122.338364,1,B,Missing/Undefined
8/16/2012,38.549156,-122.711412,0.1,A,Missing/Undefined
8/17/2012,38.321327,-122.713715,1,B,Miscellaneous
8/17/2012,38.182284,-122.443539,20,C,Missing/Undefined
8/17/2012,38.321327,-122.713715,1,B,Miscellaneous
8/17/2012,38.321327,-122.713715,1,B,Miscellaneous
8/17/2012,38.321327,-122.713715,1,B,Miscellaneous
8/18/2012,39.211944,-122.931111,10,C,Miscellaneous
8/19/2012,38.210011,-122.204165,1,B,Missing/Undefined
8/19/2012,38.159722,-122.210556,0.5,B,Missing/Undefined
8/20/2012,38.40853,-122.94756,0.1,A,Missing/Undefined
8/20/2012,38.207676,-122.156703,1,B,Missing/Undefined
8/21/2012,38.888056,-122.237778,0.1,A,Missing/Undefined
8/23/2012,39.312222,-122.338056,49,C,Missing/Undefined
8/30/2012,39.308611,-122.336389,55,C,Missing/Undefined
8/31/2012,38.745667,-122.747,0.1,A,Miscellaneous
9/1/2012,39.032402,-122.676613,0.1,A,Missing/Undefined
9/1/2012,38.367438,-122.594748,0.09,A,Missing/Undefined
9/2/2012,39.026879,-122.5773,0.1,A,Miscellaneous
9/3/2012,38.325116,-122.276909,0.5,B,Miscellaneous
9/4/2012,38.253547,-122.569291,5.4,B,Miscellaneous
9/7/2012,38.303333,-122.551389,2,B,Miscellaneous
9/7/2012,38.310981,-122.473754,0.34,B,Missing/Undefined
9/9/2012,38.396577,-122.36175,1,B,Missing/Undefined
9/9/2012,38.507985,-122.929595,1,B,Miscellaneous
9/11/2012,39.12567,-122.994915,7.48,B,Missing/Undefined
9/13/2012,38.593332,-122.441029,1,B,Miscellaneous
9/13/2012,38.887639,-122.102497,0.1,A,Missing/Undefined
9/14/2012,38.5017,-123.070362,0.1,A,Miscellaneous
9/16/2012,38.792317,-122.565965,0.3,B,Miscellaneous
9/16/2012,38.792317,-122.565965,0.5,B,Missing/Undefined
9/16/2012,38.517014,-122.19251,0.25,A,Missing/Undefined
9/16/2012,38.435039,-122.549456,0.25,A,Miscellaneous
9/17/2012,38.503803,-122.912097,0.12,A,Miscellaneous
9/17/2012,38.469371,-123.018625,1,B,Missing/Undefined
9/17/2012,38.2975,-122.131667,1,B,Miscellaneous
9/21/2012,38.468411,-123.015958,0.1,A,Missing/Undefined
9/21/2012,38.351073,-123.061945,0.1,A,Miscellaneous
9/23/2012,38.549732,-122.71291,1,B,Miscellaneous
9/24/2012,38.828153,-123.014365,1,B,Missing/Undefined
10/1/2012,39.141535,-122.882762,0.25,A,Missing/Undefined
10/1/2012,38.334558,-122.738309,5,B,Miscellaneous
10/3/2012,39.009167,-122.778056,0.1,A,Missing/Undefined
10/12/2012,38.783497,-123.009373,1,B,Missing/Undefined
10/12/2012,39.04481,-122.765687,0.25,A,Miscellaneous
10/17/2012,39.008838,-122.613762,0.5,B,Missing/Undefined
10/18/2012,38.859444,-122.628611,300,E,Miscellaneous
10/19/2012,38.51918,-122.979531,0.25,A,Missing/Undefined
10/19/2012,38.222615,-122.25326,0.5,B,Missing/Undefined
10/21/2012,38.67101,-123.081934,0.1,A,Miscellaneous
11/10/2012,38.794935,-123.041919,0.5,B,Debris Burning
11/11/2012,38.361512,-122.796417,1,B,Missing/Undefined
11/13/2012,38.572552,-122.644276,0.1,A,Miscellaneous
11/24/2012,38.71667,-123.364701,0.1,A,Debris Burning
1/3/2012,38.681664,-121.759679,0.01,A,Missing/Undefined
1/19/2012,38.677333,-121.76023,0.1,A,Missing/Undefined
2/17/2012,38.68606,-121.783975,0.01,A,Missing/Undefined
2/26/2012,38.678813,-121.782149,0.01,A,Missing/Undefined
4/21/2012,38.685536,-121.797824,0.01,A,Missing/Undefined
5/1/2012,38.675733,-121.784163,0.25,A,Missing/Undefined
5/6/2012,38.674537,-121.756194,0.1,A,Missing/Undefined
5/8/2012,38.691894,-121.769037,0.01,A,Missing/Undefined
5/11/2012,38.677856,-121.746976,0.01,A,Missing/Undefined
6/3/2012,38.683332,-121.776924,0.01,A,Missing/Undefined
6/8/2012,38.673485,-121.64181,0.25,A,Missing/Undefined
6/18/2012,38.696543,-121.765134,0.01,A,Missing/Undefined
1/1/2012,38.877222,-123.015556,2,B,Debris Burning
1/27/2012,39.813858,-123.492004,0.1,A,Missing/Undefined
3/5/2012,39.191856,-123.585088,0.1,A,Miscellaneous
3/8/2012,39.331569,-123.806312,3.5,B,Debris Burning
3/9/2012,39.749094,-123.181929,0.25,A,Debris Burning
4/22/2012,39.242596,-123.173364,1.61,B,Miscellaneous
4/30/2012,39.748373,-123.530986,1,B,Debris Burning
5/6/2012,38.980845,-123.698784,1,B,Miscellaneous
5/13/2012,39.236651,-123.158277,0.01,A,Miscellaneous
5/18/2012,39.474204,-123.40238,1,B,Miscellaneous
5/19/2012,38.920117,-123.506833,15,C,Missing/Undefined
6/2/2012,39.153394,-123.179115,1,B,Miscellaneous
6/8/2012,39.245674,-123.126175,7,B,Miscellaneous
6/8/2012,38.818426,-123.548521,0.1,A,Missing/Undefined
6/8/2012,39.245674,-123.126175,0.2,A,Miscellaneous
6/8/2012,39.245674,-123.126175,0.1,A,Miscellaneous
6/10/2012,39.039548,-123.263869,1.5,B,Miscellaneous
6/13/2012,39.386826,-123.117024,0.1,A,Debris Burning
6/14/2012,39.728889,-123.504167,33,C,Miscellaneous
6/15/2012,38.950312,-123.691543,1,B,Miscellaneous
6/18/2012,39.999722,-123.785278,1,B,Debris Burning
6/19/2012,39.95411,-123.77768,0.1,A,Miscellaneous
6/20/2012,39.303056,-123.793333,3.3,B,Missing/Undefined
6/21/2012,39.414746,-123.768527,0.1,A,Debris Burning
6/23/2012,39.097618,-123.280913,2,B,Debris Burning
6/26/2012,39.05027,-123.131676,10,C,Miscellaneous
6/27/2012,39.333008,-123.807448,0.2,A,Debris Burning
6/27/2012,39.115278,-123.113611,15,C,Missing/Undefined
6/28/2012,39.658102,-123.637476,1,B,Missing/Undefined
6/29/2012,39.480433,-123.778303,0.1,A,Debris Burning
6/30/2012,39.750325,-123.106958,1,B,Missing/Undefined
7/2/2012,39.842644,-123.509002,0.2,A,Debris Burning
7/2/2012,39.120067,-123.119583,1,B,Missing/Undefined
7/3/2012,39.808487,-123.481408,0.5,B,Debris Burning
7/5/2012,39.120067,-123.119583,2,B,Missing/Undefined
7/7/2012,39.067222,-123.436667,1,B,Missing/Undefined
7/13/2012,39.655847,-123.527852,1,B,Missing/Undefined
7/16/2012,39.212364,-123.306982,1,B,Miscellaneous
7/20/2012,39.125236,-123.208808,0.25,A,Missing/Undefined
7/25/2012,39.938251,-123.349044,1,B,Missing/Undefined
7/25/2012,38.971524,-123.027501,0.4,B,Missing/Undefined
7/27/2012,39.413377,-123.760738,0.25,A,Miscellaneous
7/29/2012,38.777286,-123.515747,0.25,A,Miscellaneous
7/30/2012,39.713666,-123.65496,0.2,A,Miscellaneous
8/2/2012,38.951138,-123.690497,0.5,B,Miscellaneous
8/10/2012,39.415833,-123.371389,3,B,Miscellaneous
8/11/2012,39.412366,-123.753306,0.1,A,Debris Burning
8/11/2012,39.107949,-123.087224,1,B,Missing/Undefined
8/12/2012,39.351831,-123.6076,0.1,A,Missing/Undefined
8/12/2012,39.330556,-123.304167,52,C,Missing/Undefined
8/12/2012,39.642116,-123.604367,1,B,Missing/Undefined
