DATE,LAT,LON,T2M_MAX,T2M_MIN,T2M,PRECTOT,RH2M,PS,WS10M_MIN,WS10M_MAX,WS10M,FIRE,FIRE_SIZE,FIRE_SIZE_CLASS
7/9/2013,35.25,-113.75,36.82,22.54,30.42,0,20.77,88.01,1.04,5.09,3.27,FIRE,0.25,A
7/9/2013,35.25,-113.75,36.82,22.54,30.42,0,20.77,88.01,1.04,5.09,3.27,FIRE,1,B
7/9/2013,35.25,-113.75,36.82,22.54,30.42,0,20.77,88.01,1.04,5.09,3.27,FIRE,1,B
7/9/2013,35.25,-113.75,36.82,22.54,30.42,0,20.77,88.01,1.04,5.09,3.27,FIRE,1,B
7/9/2013,35.25,-113.75,36.82,22.54,30.42,0,20.77,88.01,1.04,5.09,3.27,FIRE,1,B
7/9/2013,35.25,-113.75,36.82,22.54,30.42,0,20.77,88.01,1.04,5.09,3.27,FIRE,0.3,B
7/9/2014,35.25,-113.75,26.54,20.35,23.3,1.25,65.6,87.88,1.08,3.96,2.34,NOFIRE,0,NA
7/9/2015,35.25,-113.75,29.98,17.24,23.49,0.02,29.51,87.34,2.29,11.08,6.83,NOFIRE,0,NA
7/1/2013,35.25,-114.25,42.04,27.87,35.06,0.1,18.13,91.28,1.91,7.09,4.18,NOFIRE,0,NA
7/1/2014,35.25,-114.25,40.85,24.5,33.13,0,16.26,91.2,2.29,6.08,4.29,NOFIRE,0,NA
7/1/2015,35.25,-114.25,35.73,24.3,29.94,1.09,39.46,91.51,2.1,7.82,5.33,NOFIRE,0,NA
7/10/2013,35.25,-114.25,36.26,24.15,30.59,0.42,27.78,91.53,1.09,7.09,3.46,NOFIRE,0,NA
7/10/2014,35.25,-114.25,29.64,23.24,26.67,6.44,56.11,91.51,1.29,3.95,2.34,NOFIRE,0,NA
7/10/2015,35.25,-114.25,31.52,18.84,25.46,0,27.77,91.24,2.4,9.12,5.49,NOFIRE,0,NA
7/11/2013,35.25,-114.25,31,24.69,27.03,0.98,50.19,91.49,1.09,7.92,4.71,NOFIRE,0,NA
7/11/2014,35.25,-114.25,36.82,21.53,29.36,0,35.59,91.52,1.41,5.62,3.07,NOFIRE,0,NA
7/11/2015,35.25,-114.25,32.66,18.15,26.12,0,24.61,91.56,2.16,7.44,4.8,NOFIRE,0,NA
7/12/2013,35.25,-114.25,34.19,23.72,29.33,1.13,42.41,91.44,0.93,4.97,2.67,NOFIRE,0,NA
7/12/2014,35.25,-114.25,37.86,22.79,31.16,0,28.49,91.58,0.52,3.6,2.03,NOFIRE,0,NA
7/12/2015,35.25,-114.25,36.2,20.55,28.87,0,21.1,91.65,1.88,6.63,4.21,NOFIRE,0,NA
7/13/2013,35.25,-114.25,37.09,23.45,31.2,0.87,34.77,91.48,1.46,3.22,2.22,NOFIRE,0,NA
7/13/2014,35.25,-114.25,40.27,24.19,32.69,0.7,28.5,91.49,0.22,6.48,3.44,NOFIRE,0,NA
7/13/2015,35.25,-114.25,38.57,22.36,30.94,0,17.45,91.41,1.77,7.73,4.66,NOFIRE,0,NA
7/14/2013,35.25,-114.25,36.69,26.68,32.05,0.71,28.56,91.43,0.37,4.84,2.01,NOFIRE,0,NA
7/14/2014,35.25,-114.25,35.31,23.79,30,1.45,39.1,91.75,2.55,6.66,4.26,NOFIRE,0,NA
7/14/2015,35.25,-114.25,38.03,22.08,30.48,0,17.23,91.2,2.15,8.12,5.36,NOFIRE,0,NA
7/15/2013,35.25,-114.25,38.67,26.34,32.19,1.69,29.11,91.17,1.51,3.91,2.66,NOFIRE,0,NA
7/15/2014,35.25,-114.25,35.68,24.03,29.81,2.13,38.74,91.7,2.31,4.72,3.46,NOFIRE,0,NA
7/15/2015,35.25,-114.25,37.08,21.38,29.82,0.02,16.51,91.33,2.4,9.06,5.5,NOFIRE,0,NA
7/16/2013,35.25,-114.25,37.81,24.35,31.5,0.76,26.89,91.34,2.28,6.85,4.72,NOFIRE,0,NA
7/16/2014,35.25,-114.25,37.7,23.62,30.18,0,30.07,91.43,0.56,4.35,2.4,NOFIRE,0,NA
7/16/2015,35.25,-114.25,38.22,21.4,30.48,0,18.67,91.41,2.51,6.68,4.44,NOFIRE,0,NA
7/17/2013,35.25,-114.25,36.84,24.41,30.6,0.51,31.92,91.71,1.6,6.13,3.23,NOFIRE,0,NA
7/17/2014,35.25,-114.25,39.08,24.02,31.32,0,19.26,91.32,1.56,6.24,3.76,NOFIRE,0,NA
7/17/2015,35.25,-114.25,37.92,21.87,31,1.66,26.21,91.31,2.67,7.77,5.76,NOFIRE,0,NA
7/18/2013,35.25,-114.25,38.68,26.63,32.81,0.46,31.82,91.5,0.74,4.13,1.9,NOFIRE,0,NA
7/18/2014,35.25,-114.25,37.85,22.48,30.35,0,20.56,91.47,2.67,6.01,4.33,NOFIRE,0,NA
7/18/2015,35.25,-114.25,30.48,22.65,26.28,19.54,59.1,91.65,1.94,6.71,4.38,NOFIRE,0,NA
7/19/2013,35.25,-114.25,37.95,26.54,32.37,0.54,31.62,91.34,2.2,5.17,3.27,NOFIRE,0,NA
7/19/2014,35.25,-114.25,35.76,24.07,29.04,0.01,26.48,91.56,2.32,8.2,3.7,NOFIRE,0,NA
7/19/2015,35.25,-114.25,30.1,21.02,25.11,0.27,62.82,91.94,1.13,4.53,3.03,NOFIRE,0,NA
7/2/2013,35.25,-114.25,41.3,27.1,34.19,0.15,18.32,91.37,1.75,7.48,4.46,NOFIRE,0,NA
7/2/2014,35.25,-114.25,40.33,23.84,32.54,0.16,14.7,91.31,2.61,7.67,4.84,NOFIRE,0,NA
7/2/2015,35.25,-114.25,39.03,24.73,32.11,0.09,29.99,91.44,1.61,3.99,2.86,NOFIRE,0,NA
7/20/2013,35.25,-114.25,30.73,25.23,28.02,5.14,56.43,91.32,1.15,4.3,3.06,NOFIRE,0,NA
7/20/2014,35.25,-114.25,36.83,21.6,29.57,0,21.1,91.54,2.33,8.89,5.48,NOFIRE,0,NA
7/20/2015,35.25,-114.25,30.93,20.86,26.02,4.27,55.29,91.75,0.61,3.76,2.24,NOFIRE,0,NA
7/21/2013,35.25,-114.25,28.37,23.07,25.54,1.47,68.03,91.41,1.16,4.24,2.77,NOFIRE,0,NA
7/21/2014,35.25,-114.25,37.58,21.06,30.07,0,17.87,91.71,1.33,5.89,4.02,NOFIRE,0,NA
7/21/2015,35.25,-114.25,35.1,21.19,28.57,0,41.3,91.36,0.75,3.62,2.35,NOFIRE,0,NA
7/22/2013,35.25,-114.25,33.92,22.23,28.1,0.14,52.51,91.54,2.12,5.6,3.7,NOFIRE,0,NA
7/22/2014,35.25,-114.25,40.77,22.17,32.81,0,12.66,91.69,1.23,5.02,3.07,NOFIRE,0,NA
7/22/2015,35.25,-114.25,35.55,21.97,28.66,0,32.49,91.23,1.86,8.82,5.25,NOFIRE,0,NA
7/23/2013,35.25,-114.25,34.95,23.58,29.77,0.76,42.54,91.53,1.22,3.41,2.28,NOFIRE,0,NA
7/23/2014,35.25,-114.25,42.89,25.78,35.14,0,13.18,91.55,0.39,5.44,3.34,NOFIRE,0,NA
7/23/2015,35.25,-114.25,34.81,19.55,27.51,0,30.63,91.58,2.57,7.76,5.2,NOFIRE,0,NA
7/24/2013,35.25,-114.25,38.58,25.67,32.49,0.52,32.77,91.38,0.38,2.46,1.69,NOFIRE,0,NA
7/24/2014,35.25,-114.25,41.13,26.54,33.98,0.2,23.84,91.36,0.62,7.04,4.54,NOFIRE,0,NA
7/24/2015,35.25,-114.25,35.85,19.72,28.07,0,27.92,91.8,2.3,6.19,4.04,NOFIRE,0,NA
7/25/2013,35.25,-114.25,37.5,25.65,31.63,3.71,36.48,91.58,2.18,6.09,4.5,NOFIRE,0,NA
7/25/2014,35.25,-114.25,37.77,27.74,32.24,4.87,35.27,91.4,2.3,6.37,3.63,NOFIRE,0,NA
7/25/2015,35.25,-114.25,37.15,21.88,29.6,0.37,19.36,91.59,0.85,4.89,2.61,NOFIRE,0,NA
7/26/2013,35.25,-114.25,33.46,25.19,28.8,2.51,50.82,91.85,0.51,5.53,3.1,NOFIRE,0,NA
7/26/2014,35.25,-114.25,34.21,25.14,28.63,0.44,40.95,91.68,0.29,6.61,3.08,NOFIRE,0,NA
7/26/2015,35.25,-114.25,37.94,22.18,29.87,0.22,18.84,91.26,0.3,6.55,3.41,NOFIRE,0,NA
7/27/2013,35.25,-114.25,34.76,23.92,29.62,4.97,45.21,91.53,0.99,4.57,2.83,NOFIRE,0,NA
7/27/2014,35.25,-114.25,33.22,25,29.46,0.41,42,91.74,0.74,8.01,3.65,NOFIRE,0,NA
7/27/2015,35.25,-114.25,35.8,19.2,27.9,0.21,18.64,91.28,2.47,6.3,4.4,NOFIRE,0,NA
7/28/2013,35.25,-114.25,36.13,25.05,30.12,1.69,43.51,91.2,0.79,3.18,1.74,NOFIRE,0,NA
7/28/2014,35.25,-114.25,35.21,24.13,29.83,2.61,45.19,91.85,0.79,4.32,2.53,NOFIRE,0,NA
7/28/2015,35.25,-114.25,37.52,20.56,29.94,0.07,18.92,91.46,1.58,3.95,2.91,NOFIRE,0,NA
7/29/2013,35.25,-114.25,37.15,22.38,29.82,0.04,26.47,91.49,1.09,6.82,4.17,NOFIRE,0,NA
7/29/2014,35.25,-114.25,37.67,23.61,31.18,0.11,35.5,91.67,0.7,4.03,2.46,NOFIRE,0,NA
7/29/2015,35.25,-114.25,36.79,23.96,29.64,0.25,38.55,91.74,2.07,7.75,3.65,NOFIRE,0,NA
7/3/2013,35.25,-114.25,42.07,25.64,34.5,0,17.77,91.11,2.26,6.6,4.43,NOFIRE,0,NA
7/3/2014,35.25,-114.25,39.64,23.24,31.87,0.05,19.75,91.52,3.08,6.99,5.03,NOFIRE,0,NA
7/3/2015,35.25,-114.25,37.31,27.27,31.95,0.25,32.01,91.31,0.46,6.96,3.67,NOFIRE,0,NA
7/30/2013,35.25,-114.25,37.85,21.63,30.26,0,25.27,91.89,2.67,7.44,4.88,NOFIRE,0,NA
7/30/2014,35.25,-114.25,39.28,25.7,33.05,0,26.07,91.52,0.58,3.19,1.5,NOFIRE,0,NA
7/30/2015,35.25,-114.25,36.41,24.5,30.57,1.49,38.87,91.83,0.27,2.81,1.35,NOFIRE,0,NA
7/31/2013,35.25,-114.25,38.03,23.38,31.15,0,26.69,91.74,2.42,8.37,4.77,NOFIRE,0,NA
7/31/2014,35.25,-114.25,38.53,26.92,32.67,0.55,24.24,91.52,0.41,3.99,2.28,NOFIRE,0,NA
7/31/2015,35.25,-114.25,38.35,24.87,32.04,0.31,35.12,91.71,2.02,4.77,3.37,NOFIRE,0,NA
7/4/2013,35.25,-114.25,40.86,26.99,34.16,0.09,16.78,90.96,2.41,7.87,4.91,NOFIRE,0,NA
7/4/2014,35.25,-114.25,33.81,23.21,28.31,0.79,37.4,91.85,1.8,8.38,4.8,NOFIRE,0,NA
7/4/2015,35.25,-114.25,35.79,24.63,30.15,0.42,35.07,91.28,0.32,6.58,2.88,NOFIRE,0,NA
7/5/2013,35.25,-114.25,37.27,25.56,30.92,0.04,28.71,91.08,2.64,11.75,7.81,NOFIRE,0,NA
7/5/2014,35.25,-114.25,35.35,23.92,29.81,1.49,38.32,91.87,1.45,3.87,2.65,NOFIRE,0,NA
7/5/2015,35.25,-114.25,37.37,24.96,30.95,3.14,30.23,91.46,3.41,6.63,5.05,NOFIRE,0,NA
7/6/2013,35.25,-114.25,39.69,24.85,32.65,0.07,25.79,91.05,1.79,6.29,4.21,NOFIRE,0,NA
7/6/2014,35.25,-114.25,37.39,24.11,31.38,6.06,36.96,91.61,0.41,2.05,1.1,NOFIRE,0,NA
7/6/2015,35.25,-114.25,35.12,23.92,29,1.67,36.27,91.64,1.28,3.92,2.37,NOFIRE,0,NA
7/7/2013,35.25,-114.25,41.02,25.97,33.59,0.02,19.85,91.1,1.66,5.98,3.57,NOFIRE,0,NA
7/7/2014,35.25,-114.25,37.16,24.25,30.98,1,37.4,91.39,1.22,2.52,1.75,NOFIRE,0,NA
7/7/2015,35.25,-114.25,37.33,23.75,30.54,1.75,30.52,91.34,2.06,5.69,3.63,NOFIRE,0,NA
7/8/2013,35.25,-114.25,42.34,25.62,34.72,0.01,14.29,91.4,1.29,5.94,3.61,NOFIRE,0,NA
7/8/2014,35.25,-114.25,38.08,24.35,30.68,6.25,38.26,91.47,1.03,4.73,3.33,NOFIRE,0,NA
7/8/2015,35.25,-114.25,36.63,21.96,29.54,0.22,22.38,91.02,1.16,10.6,6.28,NOFIRE,0,NA
7/9/2013,35.25,-114.25,38.63,25.44,32.78,0,18.6,91.68,1,5.76,3.26,NOFIRE,0,NA
7/9/2014,35.25,-114.25,28.88,23.19,25.93,1.29,62.06,91.61,1.66,3.95,2.92,NOFIRE,0,NA
7/9/2015,35.25,-114.25,32.94,20.51,26.57,0.01,26.36,91.03,2.62,10.58,6.74,NOFIRE,0,NA
7/1/2013,35.25,-114.75,42.13,27.3,34.71,0.04,18.27,91.04,2.38,7.01,4.31,NOFIRE,0,NA
7/1/2014,35.25,-114.75,40.85,25.81,33.22,0,16.45,90.96,1.24,5.78,4.02,NOFIRE,0,NA
7/1/2015,35.25,-114.75,36.15,24.38,30.01,1.25,39.81,91.27,2.39,9.53,5.73,NOFIRE,0,NA
7/10/2013,35.25,-114.75,35.88,24.81,30.77,0.48,24.51,91.29,1.5,7.13,3.68,NOFIRE,0,NA
7/10/2014,35.25,-114.75,31.35,23.73,27.63,3.81,50.62,91.25,0.83,4.33,2.65,NOFIRE,0,NA
7/10/2015,35.25,-114.75,31.07,18.49,24.97,0,28.75,90.99,1.35,8.43,4.84,NOFIRE,0,NA
7/11/2013,35.25,-114.75,30.71,24.31,26.8,1.02,48.88,91.24,1.16,8.78,4.52,NOFIRE,0,NA
7/11/2014,35.25,-114.75,36.56,21.6,29.28,0,33.02,91.29,1.16,5.27,2.74,NOFIRE,0,NA
7/11/2015,35.25,-114.75,32.28,18.43,25.9,0,25.12,91.31,2.33,7.35,4.76,NOFIRE,0,NA
7/12/2013,35.25,-114.75,33.39,23.89,28.86,2.5,42.65,91.2,0.24,3.76,1.93,NOFIRE,0,NA
7/12/2014,35.25,-114.75,38.13,22.51,31.14,0,25.43,91.36,1.76,2.93,2.28,NOFIRE,0,NA
7/12/2015,35.25,-114.75,35.61,21.12,28.4,0,22.42,91.4,1.16,6.41,3.85,NOFIRE,0,NA
7/13/2013,35.25,-114.75,36.86,23.44,30.79,0.3,34.7,91.24,0.45,3.12,2.22,NOFIRE,0,NA
7/13/2014,35.25,-114.75,40.63,25.04,33.4,0.29,23.83,91.27,0.57,7.06,3.34,NOFIRE,0,NA
7/13/2015,35.25,-114.75,38.26,22.1,30.45,0,16.54,91.16,0.54,7.08,3.98,NOFIRE,0,NA
7/14/2013,35.25,-114.75,35.66,26.2,31.45,0.22,28.59,91.2,0.48,5.92,2.41,NOFIRE,0,NA
7/14/2014,35.25,-114.75,35.98,24.14,30.07,0.64,36.77,91.52,3.35,7.13,4.88,NOFIRE,0,NA
7/14/2015,35.25,-114.75,37.86,22,30.24,0,16.78,90.94,1.07,7.77,4.79,NOFIRE,0,NA
7/15/2013,35.25,-114.75,39.35,26.6,32.48,0.57,25.86,90.92,1.16,4.78,3,NOFIRE,0,NA
7/15/2014,35.25,-114.75,36.74,24.24,30.47,0.89,33.7,91.45,2.11,5.37,3.98,NOFIRE,0,NA
7/15/2015,35.25,-114.75,36.92,21.31,29.47,0,14.37,91.07,1.51,8.71,5.02,NOFIRE,0,NA
7/16/2013,35.25,-114.75,38.06,23.7,31.54,0.22,20.87,91.09,0.7,6.31,3.93,NOFIRE,0,NA
7/16/2014,35.25,-114.75,38.63,24,31.19,0,24.07,91.19,0.4,4.98,2.37,NOFIRE,0,NA
7/16/2015,35.25,-114.75,38.08,21.61,30.21,0,16.51,91.16,1.16,6.53,4.16,NOFIRE,0,NA
7/17/2013,35.25,-114.75,37.39,24.01,30.64,0.18,23.52,91.47,1.85,5.64,3.4,NOFIRE,0,NA
7/17/2014,35.25,-114.75,39.74,24.26,31.8,0,17.32,91.07,1.88,6.09,3.79,NOFIRE,0,NA
7/17/2015,35.25,-114.75,37.75,22.63,30.87,1.07,23.18,91.06,1.8,7.76,5.58,NOFIRE,0,NA
7/18/2013,35.25,-114.75,39.22,26.53,33.09,0.15,28.27,91.27,0.28,4.15,1.94,NOFIRE,0,NA
7/18/2014,35.25,-114.75,38.08,22.77,30.7,0,19.31,91.22,1.61,6.55,4.32,NOFIRE,0,NA
7/18/2015,35.25,-114.75,30.23,21.89,25.62,15.89,58.54,91.4,1.24,6.76,4.26,NOFIRE,0,NA
7/19/2013,35.25,-114.75,38.21,27.54,32.8,0.48,27.09,91.11,1.8,5.21,3.52,NOFIRE,0,NA
7/19/2014,35.25,-114.75,36,24.93,29.39,0.01,24.96,91.32,2.08,8.93,4.13,NOFIRE,0,NA
7/19/2015,35.25,-114.75,31.18,20.1,25.4,0.39,57.99,91.69,1.08,5.08,2.4,NOFIRE,0,NA
7/2/2013,35.25,-114.75,42.09,27.26,34.74,0.05,16.87,91.13,0.66,5.73,3.65,NOFIRE,0,NA
7/2/2014,35.25,-114.75,40.12,23.91,32.33,0.05,14.78,91.07,2.34,7.5,4.88,NOFIRE,0,NA
7/2/2015,35.25,-114.75,39.17,24.8,32.27,0.1,29.52,91.2,0.41,4.23,2.84,NOFIRE,0,NA
7/20/2013,35.25,-114.75,30.57,25.32,28.07,7.63,55.44,91.08,0.83,4.7,3.3,NOFIRE,0,NA
7/20/2014,35.25,-114.75,36.36,21.7,29.42,0,22.56,91.29,2.22,8.34,5.4,NOFIRE,0,NA
7/20/2015,35.25,-114.75,29.89,21.26,25.26,3.08,58.13,91.53,0.46,4.71,2.24,NOFIRE,0,NA
7/21/2013,35.25,-114.75,28.68,23.24,25.5,0.87,66.81,91.19,0.69,4.6,2.74,NOFIRE,0,NA
7/21/2014,35.25,-114.75,37.56,22.22,30.14,0,18.67,91.45,1.45,6.19,4.05,NOFIRE,0,NA
7/21/2015,35.25,-114.75,34.88,20.52,28.05,0.01,42.13,91.13,1.02,3.66,2.52,NOFIRE,0,NA
7/22/2013,35.25,-114.75,33.79,22.38,27.84,0.35,54.56,91.31,2.01,5.19,3.55,NOFIRE,0,NA
7/22/2014,35.25,-114.75,40.42,23.46,32.47,0,10.79,91.46,0.31,4.67,2.74,NOFIRE,0,NA
7/22/2015,35.25,-114.75,35.23,22.13,28.45,0,31.7,90.97,1.41,9.21,5.41,NOFIRE,0,NA
7/23/2013,35.25,-114.75,34.79,23.5,29.72,0.5,44,91.3,0.76,3.83,2.34,NOFIRE,0,NA
7/23/2014,35.25,-114.75,42.76,25.02,34.4,0,12.11,91.32,0.89,4.98,2.89,NOFIRE,0,NA
7/23/2015,35.25,-114.75,34.62,19.87,27.48,0,29.92,91.32,1.58,7.98,5.13,NOFIRE,0,NA
7/24/2013,35.25,-114.75,38.53,24.93,32.24,0.19,32.86,91.15,0.55,2.78,1.94,NOFIRE,0,NA
7/24/2014,35.25,-114.75,42.03,25.66,34.3,0.05,18.02,91.1,0.35,5.23,3.8,NOFIRE,0,NA
7/24/2015,35.25,-114.75,35.8,19.82,28.09,0,27.6,91.54,1.01,6.32,3.75,NOFIRE,0,NA
7/25/2013,35.25,-114.75,37.88,25.81,31.84,1.48,33,91.33,1.11,5.58,4.39,NOFIRE,0,NA
7/25/2014,35.25,-114.75,37.79,27.36,32.34,2.3,32.28,91.16,1.85,6.28,3.32,NOFIRE,0,NA
7/25/2015,35.25,-114.75,37.04,20.07,28.89,0.52,19.15,91.35,1.42,4.63,3.03,NOFIRE,0,NA
7/26/2013,35.25,-114.75,32.6,25.46,28.96,1.42,47.74,91.62,0.4,6.34,3.42,NOFIRE,0,NA
7/26/2014,35.25,-114.75,35.72,25.32,30.03,0.21,33.52,91.42,1.3,6.81,3.48,NOFIRE,0,NA
7/26/2015,35.25,-114.75,37.84,20.45,29.32,0.33,17.94,91.01,1.8,6.44,3.9,NOFIRE,0,NA
7/27/2013,35.25,-114.75,34.02,24.06,29.32,4.54,45.6,91.3,0.83,4.02,2.66,NOFIRE,0,NA
7/27/2014,35.25,-114.75,33.36,25.39,29.42,2.29,40.11,91.52,0.67,7.69,3.95,NOFIRE,0,NA
7/27/2015,35.25,-114.75,35.71,19.34,27.84,0.28,18.12,91.02,2.51,5.73,4.17,NOFIRE,0,NA
7/28/2013,35.25,-114.75,36.23,24.5,30.05,1.59,42.18,90.96,0.42,2.53,1.45,NOFIRE,0,NA
7/28/2014,35.25,-114.75,35.25,24.04,29.78,1.84,44,91.61,0.27,4.3,2.28,NOFIRE,0,NA
7/28/2015,35.25,-114.75,37.25,22.48,30.02,0.13,17.19,91.23,0.94,3.21,2.34,NOFIRE,0,NA
7/29/2013,35.25,-114.75,36.95,21.94,29.57,0.06,25.91,91.24,0.88,6.26,3.67,NOFIRE,0,NA
7/29/2014,35.25,-114.75,37.67,23.56,30.96,0.03,33.66,91.45,0.59,4.93,2.28,NOFIRE,0,NA
7/29/2015,35.25,-114.75,36.58,23.9,29.49,0.74,38.45,91.5,1.87,8.59,4,NOFIRE,0,NA
7/3/2013,35.25,-114.75,42.88,26.14,35.01,0,17.62,90.86,0.99,5.77,3.42,NOFIRE,0,NA
7/3/2014,35.25,-114.75,39.48,22.87,31.63,0.01,20.03,91.26,3.04,7.05,5.11,NOFIRE,0,NA
7/3/2015,35.25,-114.75,38.36,26.73,32.63,0.06,29.71,91.06,1.61,6.91,3.6,NOFIRE,0,NA
7/30/2013,35.25,-114.75,37.39,22.11,30.04,0,24.45,91.64,2.23,7.29,4.73,NOFIRE,0,NA
7/30/2014,35.25,-114.75,39.1,25.42,32.76,0,25.6,91.3,1.37,2.62,2.15,NOFIRE,0,NA
7/30/2015,35.25,-114.75,36.34,24.86,30.35,3.12,38.88,91.62,0.19,2.91,1.3,NOFIRE,0,NA
7/31/2013,35.25,-114.75,38.53,24.12,31.38,0,25.37,91.48,1.39,8.53,4.54,NOFIRE,0,NA
7/31/2014,35.25,-114.75,39.47,26.56,33.01,0.2,21.29,91.27,0.81,3.9,2.66,NOFIRE,0,NA
7/31/2015,35.25,-114.75,37.78,25.19,31.67,0.28,36.2,91.48,1.23,4.53,2.95,NOFIRE,0,NA
7/4/2013,35.25,-114.75,41.76,27.47,34.87,0.03,16.07,90.71,0.2,7.79,4.52,NOFIRE,0,NA
7/4/2014,35.25,-114.75,32.11,23.01,27.89,0.44,41.27,91.61,2.27,9.06,5.27,NOFIRE,0,NA
7/4/2015,35.25,-114.75,36,24.61,30.14,0.24,31.96,91.04,0.23,6.97,3.23,NOFIRE,0,NA
7/5/2013,35.25,-114.75,37.5,25.52,31.27,0.02,26,90.81,2.65,10.57,7,NOFIRE,0,NA
7/5/2014,35.25,-114.75,34.29,24.1,29.43,2.38,40.25,91.64,1.45,4.37,2.75,NOFIRE,0,NA
7/5/2015,35.25,-114.75,37.56,24.62,30.99,1.24,29.64,91.21,3.13,5.91,4.63,NOFIRE,0,NA
7/6/2013,35.25,-114.75,39.43,24.44,32.42,0.02,25.37,90.8,1.74,5.91,3.81,NOFIRE,0,NA
7/6/2014,35.25,-114.75,38.39,23.69,31.7,2.8,32.69,91.37,0.27,1.85,1.11,NOFIRE,0,NA
7/6/2015,35.25,-114.75,36.19,23.88,29.88,2.89,34.09,91.38,0.54,4.21,2.42,NOFIRE,0,NA
7/7/2013,35.25,-114.75,40.74,25.9,33.39,0.01,19.95,90.87,1.18,5.71,3.38,NOFIRE,0,NA
7/7/2014,35.25,-114.75,38.39,24.72,32.09,0.42,31.84,91.14,0.4,2.4,1.56,NOFIRE,0,NA
7/7/2015,35.25,-114.75,37.14,23.86,30.64,1.81,29.99,91.1,0.69,5.67,3.25,NOFIRE,0,NA
7/8/2013,35.25,-114.75,42.04,25.04,34.22,0.12,12.47,91.17,0.17,5.78,2.59,NOFIRE,0,NA
7/8/2014,35.25,-114.75,38.89,24.87,31.39,5.24,33.08,91.22,0.69,4.93,3.21,NOFIRE,0,NA
7/8/2015,35.25,-114.75,36.3,21.76,29.27,0.37,22.57,90.76,0.34,9.86,5.77,NOFIRE,0,NA
7/9/2013,35.25,-114.75,39.13,25.32,32.77,0,15.09,91.43,0.28,4.48,3.02,NOFIRE,0,NA
7/9/2014,35.25,-114.75,30.57,22.59,26.59,1.13,57.88,91.35,1.98,3.76,3.06,NOFIRE,0,NA
7/9/2015,35.25,-114.75,32.79,20.43,26.48,0,29.01,90.76,1.67,9.18,5.71,NOFIRE,0,NA
7/1/2013,35.25,-115.25,41.86,25.93,33.87,0,17.7,89.86,2.64,6.58,4.06,NOFIRE,0,NA
7/1/2014,35.25,-115.25,40.3,25.35,32.67,0,16.87,89.76,0.43,5.53,3.64,NOFIRE,0,NA
7/1/2015,35.25,-115.25,35.53,23.06,29.03,1.27,41.63,90.07,2.39,9.85,5.44,NOFIRE,0,NA
7/10/2013,35.25,-115.25,35.25,24.53,30.54,0.29,20.52,90.09,1.54,5.91,3.51,NOFIRE,0,NA
7/10/2014,35.25,-115.25,33.05,23.1,28.07,1.47,43.48,90.03,0.37,4.47,2.88,NOFIRE,0,NA
7/10/2015,35.25,-115.25,30.02,16.77,23.55,0.01,32.12,89.77,1.54,6.73,4.08,NOFIRE,0,NA
7/11/2013,35.25,-115.25,29.57,24.04,26.14,0.93,46.46,90.02,1.17,8.17,3.96,NOFIRE,0,NA
7/11/2014,35.25,-115.25,35.74,20.95,28.67,0,27.12,90.1,0.52,4.76,2.42,NOFIRE,0,NA
7/11/2015,35.25,-115.25,31.44,18.11,25.07,0,27.23,90.08,1.68,7.02,4.5,NOFIRE,0,NA
7/12/2013,35.25,-115.25,32.71,22.86,27.89,2.85,41.3,90,0.12,2.86,1.69,NOFIRE,0,NA
7/12/2014,35.25,-115.25,37.55,21.49,30.37,0,22.83,90.18,1.86,3.43,2.72,NOFIRE,0,NA
7/12/2015,35.25,-115.25,33.99,20.04,26.91,0,25.52,90.19,0.83,5.88,3.48,NOFIRE,0,NA
7/13/2013,35.25,-115.25,36.3,22.27,29.9,0.07,32.05,90.04,0.14,3.28,2.31,NOFIRE,0,NA
7/13/2014,35.25,-115.25,40.79,25.25,33.45,0.04,20.51,90.07,1.15,6.62,3.55,NOFIRE,0,NA
7/13/2015,35.25,-115.25,36.87,20.25,28.88,0,17.47,89.97,0.23,6.08,3.54,NOFIRE,0,NA
7/14/2013,35.25,-115.25,35.12,25.11,30.49,0.02,27.85,90.01,0.29,5.91,2.72,NOFIRE,0,NA
7/14/2014,35.25,-115.25,35.4,23.46,29.25,0.16,36.61,90.31,3.35,7.18,5.24,NOFIRE,0,NA
7/14/2015,35.25,-115.25,36.77,20.5,28.92,0,18.02,89.75,1.02,7.25,4.45,NOFIRE,0,NA
7/15/2013,35.25,-115.25,38.82,25.7,31.84,0.06,23.55,89.73,0.82,4.79,3.1,NOFIRE,0,NA
7/15/2014,35.25,-115.25,36.57,23.41,30.05,0.15,31.91,90.24,1.83,5.97,4.19,NOFIRE,0,NA
7/15/2015,35.25,-115.25,35.91,19.99,28.13,0,14.34,89.87,1.36,7.7,4.61,NOFIRE,0,NA
7/16/2013,35.25,-115.25,36.48,22.39,30.15,0,17.74,89.91,1.05,6.15,3.81,NOFIRE,0,NA
7/16/2014,35.25,-115.25,38.08,22.79,30.55,0.01,22.19,90.01,0.92,5.57,3.05,NOFIRE,0,NA
7/16/2015,35.25,-115.25,37.19,20.24,29,0,15.43,89.96,0.53,6.06,3.81,NOFIRE,0,NA
7/17/2013,35.25,-115.25,36.9,22.15,29.64,0.02,17.47,90.26,1.1,5.14,3.28,NOFIRE,0,NA
7/17/2014,35.25,-115.25,38.84,22.46,30.43,0,18.38,89.9,2.37,5.28,3.89,NOFIRE,0,NA
