DATE,LAT,LON,T2M_MAX,T2M_MIN,T2M,PRECTOT,RH2M,PS,WS10M_MIN,WS10M_MAX,WS10M,FIRE,FIRE_SIZE,FIRE_SIZE_CLASS
7/21/2014,35.75,-121.25,22.73,16.39,19.35,0.03,74.42,99.01,1.22,4.31,2.83,NOFIRE,0,NA
7/21/2015,35.75,-121.25,25.6,18.13,21.42,0.08,65.71,98.54,1.33,5.37,3.19,NOFIRE,0,NA
7/22/2013,35.75,-121.25,23.36,15.11,18.24,0.03,73.53,98.74,0.54,3.88,1.52,NOFIRE,0,NA
7/22/2014,35.75,-121.25,23.13,16.29,19.4,0,69.65,99.14,2.17,4.56,3.44,NOFIRE,0,NA
7/22/2015,35.75,-121.25,23.86,16.2,19.7,0.08,63.23,98.46,2.51,5.76,3.98,NOFIRE,0,NA
7/23/2013,35.75,-121.25,23.53,15.72,19.13,0.02,67.51,98.86,0.42,4.25,2.53,NOFIRE,0,NA
7/23/2014,35.75,-121.25,26.46,15.42,20.69,0,65.68,99.1,2.78,7.79,4.88,NOFIRE,0,NA
7/23/2015,35.75,-121.25,23.57,14.21,18.72,0,60.55,98.85,2.26,5.51,3.95,NOFIRE,0,NA
7/24/2013,35.75,-121.25,23.83,14.94,19.36,0.04,65.73,98.77,1.66,4.66,3.27,NOFIRE,0,NA
7/24/2014,35.75,-121.25,27.45,16.44,21.55,0,58.68,98.6,3.59,5.99,4.98,NOFIRE,0,NA
7/24/2015,35.75,-121.25,26.03,14.14,20.11,0,55.11,99.12,1.68,6.3,4.5,NOFIRE,0,NA
7/25/2013,35.75,-121.25,23.68,15.76,19.1,0.02,63.55,98.88,2.79,5.61,4.03,NOFIRE,0,NA
7/25/2014,35.75,-121.25,26.75,16.76,21.51,0.03,56.06,98.47,0.67,3.69,2.28,NOFIRE,0,NA
7/25/2015,35.75,-121.25,25.24,15.57,20,0,58.85,99,3.34,5.8,4.68,NOFIRE,0,NA
7/26/2013,35.75,-121.25,23.59,14.01,18.73,0.02,62.4,99.09,1.4,5.86,3.89,NOFIRE,0,NA
7/26/2014,35.75,-121.25,26.23,17.07,21.35,0.02,59.08,98.73,0.56,3.94,2.01,NOFIRE,0,NA
7/26/2015,35.75,-121.25,25.27,14.34,19.34,0.02,63.04,98.72,3.22,8,5,NOFIRE,0,NA
7/27/2013,35.75,-121.25,23.86,14.2,18.96,0.03,61.92,98.76,2,4.9,3.34,NOFIRE,0,NA
7/27/2014,35.75,-121.25,26.24,17.24,21.46,0.01,55.24,98.85,0.57,3.46,1.97,NOFIRE,0,NA
7/27/2015,35.75,-121.25,26.02,14.68,19.97,0.06,61.83,98.63,3.13,6.02,4.56,NOFIRE,0,NA
7/28/2013,35.75,-121.25,21.79,14.01,17.49,0.05,70.36,98.5,1.38,4.21,2.77,NOFIRE,0,NA
7/28/2014,35.75,-121.25,26.56,17.63,21.61,0.02,58.38,99.02,1.02,2.62,1.99,NOFIRE,0,NA
7/28/2015,35.75,-121.25,26.18,16.54,20.98,0.03,55.29,98.55,0.25,3.86,2.29,NOFIRE,0,NA
7/29/2013,35.75,-121.25,22.07,13.43,17.15,0.03,71.01,98.79,1.06,3.75,2.57,NOFIRE,0,NA
7/29/2014,35.75,-121.25,28.12,18.74,22.98,0,53.87,98.95,0.64,5.01,2.54,NOFIRE,0,NA
7/29/2015,35.75,-121.25,25.85,16.31,20.82,0.01,60.48,98.67,1.16,3.47,2.26,NOFIRE,0,NA
7/3/2013,35.75,-121.25,24.98,16.31,20.56,0,57.53,98.45,0.56,3.58,2.28,NOFIRE,0,NA
7/3/2014,35.75,-121.25,25.51,13.58,19.52,0,54.94,98.58,2.25,5.33,4.06,NOFIRE,0,NA
7/3/2015,35.75,-121.25,24.41,16.32,19.95,0.02,65.11,98.66,1.47,4.55,3.1,NOFIRE,0,NA
7/30/2013,35.75,-121.25,21.26,13.36,17.31,0,70.38,99.15,0.43,3.58,2.59,NOFIRE,0,NA
7/30/2014,35.75,-121.25,25.79,18.21,21.89,0.01,57.24,98.81,1.41,3.78,2.48,NOFIRE,0,NA
7/30/2015,35.75,-121.25,26.23,16.9,21.27,0,60.81,98.92,0.69,4.59,2.69,NOFIRE,0,NA
7/31/2013,35.75,-121.25,22.98,13.01,17.54,0,65.35,99.08,1.99,7.15,4.23,NOFIRE,0,NA
7/31/2014,35.75,-121.25,28.68,18.52,23.14,0,53.53,98.69,0.49,5.08,2.9,NOFIRE,0,NA
7/31/2015,35.75,-121.25,24.69,17.33,20.42,0,64.54,98.93,2.2,5.12,3.62,NOFIRE,0,NA
7/4/2013,35.75,-121.25,25.19,15.49,20.19,0,63.45,98.23,0.39,4.29,2.46,NOFIRE,0,NA
7/4/2014,35.75,-121.25,25.97,14.51,20.41,0.03,47.14,98.72,0.12,3.7,2.38,NOFIRE,0,NA
7/4/2015,35.75,-121.25,23.33,15.08,19.07,0.24,71.38,98.5,1.3,5.12,3.34,NOFIRE,0,NA
7/5/2013,35.75,-121.25,22.54,13.36,17.68,0,66.16,98.24,2.34,7.37,4.64,NOFIRE,0,NA
7/5/2014,35.75,-121.25,25.86,15.14,20.65,0.06,44.7,98.97,0.94,3.94,2.47,NOFIRE,0,NA
7/5/2015,35.75,-121.25,22.82,15.41,18.36,0.65,76.69,98.77,2.27,5.3,3.6,NOFIRE,0,NA
7/6/2013,35.75,-121.25,21.86,12.56,16.63,0,68.6,98.28,2.43,5.35,3.69,NOFIRE,0,NA
7/6/2014,35.75,-121.25,29.21,17.09,23.02,0.01,35.5,98.79,0.53,6.13,3.39,NOFIRE,0,NA
7/6/2015,35.75,-121.25,24.26,14.51,19.03,0.04,66.86,98.98,2.57,7.1,4.65,NOFIRE,0,NA
7/7/2013,35.75,-121.25,21.24,12.19,16.4,0,68.89,98.39,1.15,4.31,2.65,NOFIRE,0,NA
7/7/2014,35.75,-121.25,27.3,17.55,21.79,0.03,39.45,98.56,0.22,4.05,2.5,NOFIRE,0,NA
7/7/2015,35.75,-121.25,22.71,14.91,18.47,0.08,72.8,98.85,3.39,6.16,4.67,NOFIRE,0,NA
7/8/2013,35.75,-121.25,23.91,13.07,18.1,0,60.67,98.69,0.37,4.49,2.34,NOFIRE,0,NA
7/8/2014,35.75,-121.25,23.2,15.01,18.76,0.02,65.76,98.62,0.76,3.95,2.56,NOFIRE,0,NA
7/8/2015,35.75,-121.25,21.37,14.52,17.42,0.05,71.44,98.53,3.63,5.94,4.49,NOFIRE,0,NA
7/9/2013,35.75,-121.25,29.19,14.91,21.39,0.01,47.67,98.85,1.07,4.48,2.59,NOFIRE,0,NA
7/9/2014,35.75,-121.25,21.87,14.36,17.66,0.03,78.26,98.73,1.88,4.46,3.26,NOFIRE,0,NA
7/9/2015,35.75,-121.25,20.34,14.45,17.29,0.23,73.36,98.51,2.01,4.17,3.16,NOFIRE,0,NA
7/1/2013,35.75,-121.75,18.09,14.55,16.41,0,78.93,100.07,0.77,5.14,2.71,NOFIRE,0,NA
7/1/2014,35.75,-121.75,16.85,14.37,15.58,0.08,88.03,100.11,0.9,3.06,1.98,NOFIRE,0,NA
7/1/2015,35.75,-121.75,20.53,16.81,18.26,0.07,74.77,100.25,0.65,4.17,2.12,NOFIRE,0,NA
7/10/2013,35.75,-121.75,17.02,14.44,15.75,0.05,84.2,100.48,3.69,5.51,4.4,NOFIRE,0,NA
7/10/2014,35.75,-121.75,17.59,14.73,16.13,0.01,86.54,100.43,2.16,3.79,3.04,NOFIRE,0,NA
7/10/2015,35.75,-121.75,18.66,16.18,17.37,0.4,79.66,100.34,1.29,4.56,2.98,NOFIRE,0,NA
7/11/2013,35.75,-121.75,17.03,14.13,15.46,0.03,82.34,100.37,3.59,4.99,4.28,NOFIRE,0,NA
7/11/2014,35.75,-121.75,18.15,14.94,16.52,0.03,85.43,100.7,2.09,5.84,3.93,NOFIRE,0,NA
7/11/2015,35.75,-121.75,18.72,16.5,17.48,0.07,82.92,100.54,2.68,6.04,4.22,NOFIRE,0,NA
7/12/2013,35.75,-121.75,17.38,13.27,15.42,0,81.76,100.4,3.11,6.4,4.55,NOFIRE,0,NA
7/12/2014,35.75,-121.75,18.19,14.94,16.34,0,80.44,100.8,5.23,8.74,6.83,NOFIRE,0,NA
7/12/2015,35.75,-121.75,19.05,16.55,17.6,0.07,82.16,100.75,3.18,6.79,4.82,NOFIRE,0,NA
7/13/2013,35.75,-121.75,17.88,13.65,15.78,0,79.82,100.47,3.24,6.12,4.76,NOFIRE,0,NA
7/13/2014,35.75,-121.75,19.51,14.63,17.18,0,78.24,100.4,6.22,8.99,7.51,NOFIRE,0,NA
7/13/2015,35.75,-121.75,18.73,16.01,17.39,0.06,82.81,100.58,4.46,7.41,5.68,NOFIRE,0,NA
7/14/2013,35.75,-121.75,17.68,14,15.62,0,81.89,100.49,5.34,7.36,6.19,NOFIRE,0,NA
7/14/2014,35.75,-121.75,18.03,16.67,17.24,0,85.45,100.36,0.29,6.2,2.63,NOFIRE,0,NA
7/14/2015,35.75,-121.75,18.62,15.76,17.09,0.22,83.74,100.36,5.97,8.48,7.04,NOFIRE,0,NA
7/15/2013,35.75,-121.75,16.3,13.42,14.85,0,85.81,100.31,3.98,6.9,5.33,NOFIRE,0,NA
7/15/2014,35.75,-121.75,18.46,16.38,17.38,0.03,89.38,100.54,1.96,4.28,3,NOFIRE,0,NA
7/15/2015,35.75,-121.75,18.06,15.32,16.69,0.13,86.61,100.35,2.47,6.16,3.68,NOFIRE,0,NA
7/16/2013,35.75,-121.75,16.35,13.52,14.89,0,82.45,100.5,3.26,6.77,5.07,NOFIRE,0,NA
7/16/2014,35.75,-121.75,18.6,16.29,17.31,0.01,85.47,100.64,1.97,3.34,2.61,NOFIRE,0,NA
7/16/2015,35.75,-121.75,18.03,15.94,16.87,0.1,88.55,100.32,0.99,2.57,1.9,NOFIRE,0,NA
7/17/2013,35.75,-121.75,17.36,13.89,15.57,0,81.63,100.81,5.17,7.92,6.62,NOFIRE,0,NA
7/17/2014,35.75,-121.75,18.59,16.18,17.31,0.01,80.93,100.62,0.94,3.7,2.6,NOFIRE,0,NA
7/17/2015,35.75,-121.75,18.24,15.3,16.5,0.12,87.13,100.11,1.11,2.77,1.95,NOFIRE,0,NA
7/18/2013,35.75,-121.75,18.03,13.5,15.69,0,81.44,100.66,5.28,7.99,6.72,NOFIRE,0,NA
7/18/2014,35.75,-121.75,18.8,15.78,17.24,0.01,80.73,100.6,2.09,4,2.89,NOFIRE,0,NA
7/18/2015,35.75,-121.75,19.05,15.43,17.5,0.14,85.07,100.37,1.03,4.4,2.89,NOFIRE,0,NA
7/19/2013,35.75,-121.75,17.23,13.43,15.31,0,83.44,100.29,4.95,6.86,6.12,NOFIRE,0,NA
7/19/2014,35.75,-121.75,19.66,16.29,17.74,0.01,81.67,100.46,1.04,3.33,2.11,NOFIRE,0,NA
7/19/2015,35.75,-121.75,22.6,17.69,19.83,1.67,83.58,100.64,1.01,3.27,2.47,NOFIRE,0,NA
7/2/2013,35.75,-121.75,18.84,14.91,16.48,0,79.32,100.28,0.55,3.12,1.68,NOFIRE,0,NA
7/2/2014,35.75,-121.75,17.17,13.77,15.51,0.04,86.09,100.24,3.22,6.64,5.03,NOFIRE,0,NA
7/2/2015,35.75,-121.75,18.13,16,17.03,0.12,88.13,100.49,0.22,3.49,2.38,NOFIRE,0,NA
7/20/2013,35.75,-121.75,16.46,13.37,14.92,0.03,84.12,100.08,2.52,5.81,3.89,NOFIRE,0,NA
7/20/2014,35.75,-121.75,19.92,16.97,18.29,0.01,83.32,100.47,1.69,3.36,2.53,NOFIRE,0,NA
7/20/2015,35.75,-121.75,22.35,18.1,20.17,0.19,81.73,100.54,1.7,4.62,3.06,NOFIRE,0,NA
7/21/2013,35.75,-121.75,16.65,13.49,15.23,0.02,84.55,100.11,0.34,2.58,1.55,NOFIRE,0,NA
7/21/2014,35.75,-121.75,19.52,17.15,18.31,0.03,82.83,100.72,1.17,3.32,2.42,NOFIRE,0,NA
7/21/2015,35.75,-121.75,19.85,17.1,18.36,0.19,84.92,100.28,3.04,6.39,4.48,NOFIRE,0,NA
7/22/2013,35.75,-121.75,18.26,14.82,16.15,0.03,85.81,100.41,0.75,2.79,1.96,NOFIRE,0,NA
7/22/2014,35.75,-121.75,19.98,17.3,18.61,0,79.66,100.87,2.43,4.17,3.23,NOFIRE,0,NA
7/22/2015,35.75,-121.75,19.04,16.2,17.61,0.04,80.01,100.21,4.33,6.87,5.33,NOFIRE,0,NA
7/23/2013,35.75,-121.75,17.68,15.09,16.25,0.03,86.88,100.57,0.44,3.31,2.32,NOFIRE,0,NA
7/23/2014,35.75,-121.75,20.88,17.4,18.9,0,84.37,100.89,2.48,9.15,5.8,NOFIRE,0,NA
7/23/2015,35.75,-121.75,18.71,15.25,16.96,0.04,78.08,100.62,3.86,7.49,5.6,NOFIRE,0,NA
7/24/2013,35.75,-121.75,18.03,15.06,16.47,0.04,86.73,100.52,2.31,4.91,3.75,NOFIRE,0,NA
7/24/2014,35.75,-121.75,20.12,17.01,18.34,0,80.86,100.39,5.72,8.21,7.11,NOFIRE,0,NA
7/24/2015,35.75,-121.75,19.09,14.94,17.19,0.02,79.87,100.9,4.65,7.31,6.24,NOFIRE,0,NA
7/25/2013,35.75,-121.75,17.62,14.99,16.15,0.02,85.53,100.63,3.65,5.57,4.54,NOFIRE,0,NA
7/25/2014,35.75,-121.75,19.93,16.46,18.24,0.01,80.11,100.19,0.59,5.57,3.2,NOFIRE,0,NA
7/25/2015,35.75,-121.75,19.21,15.9,17.45,0,83.75,100.78,5.05,7.13,6.06,NOFIRE,0,NA
7/26/2013,35.75,-121.75,17.74,14.55,16.14,0.01,85.55,100.86,2.84,5.64,4.49,NOFIRE,0,NA
7/26/2014,35.75,-121.75,20.03,16.59,18.34,0.02,82.73,100.43,0.56,2.84,1.78,NOFIRE,0,NA
7/26/2015,35.75,-121.75,19.59,15.57,17.45,0.01,82.12,100.51,4.47,8.22,6.23,NOFIRE,0,NA
7/27/2013,35.75,-121.75,17.94,14.74,16.26,0.03,85.21,100.5,2.74,4.52,3.56,NOFIRE,0,NA
7/27/2014,35.75,-121.75,19.91,16.97,18.43,0.01,81.59,100.54,0.23,2.32,1.54,NOFIRE,0,NA
7/27/2015,35.75,-121.75,19.52,16.1,17.57,0.01,83.46,100.41,4.87,7.23,6.23,NOFIRE,0,NA
7/28/2013,35.75,-121.75,17.26,14.32,15.7,0.05,86.29,100.22,1.48,3.22,2.55,NOFIRE,0,NA
7/28/2014,35.75,-121.75,20.38,17.25,18.72,0.03,82.58,100.73,1.09,3.5,2.27,NOFIRE,0,NA
7/28/2015,35.75,-121.75,19.58,16.49,18.06,0.01,81.04,100.26,1.19,4.52,2.48,NOFIRE,0,NA
7/29/2013,35.75,-121.75,17.43,13.99,15.65,0.03,82.43,100.51,1.4,2.62,2.05,NOFIRE,0,NA
7/29/2014,35.75,-121.75,20.51,17.44,18.93,0.01,80.8,100.67,1.37,4.86,3.14,NOFIRE,0,NA
7/29/2015,35.75,-121.75,19.9,16.44,18.05,0,84.08,100.36,1.11,2.79,2.04,NOFIRE,0,NA
7/3/2013,35.75,-121.75,17.96,14.57,16.25,0,83.92,100.14,0.35,2.97,1.81,NOFIRE,0,NA
7/3/2014,35.75,-121.75,17.91,13.96,15.88,0,79.73,100.38,5.47,7.28,6.57,NOFIRE,0,NA
7/3/2015,35.75,-121.75,18.3,15.85,16.88,0.17,87.29,100.38,0.94,4.37,2.72,NOFIRE,0,NA
7/30/2013,35.75,-121.75,16.95,14.56,15.8,0,85.25,100.88,0.16,3.66,2.11,NOFIRE,0,NA
7/30/2014,35.75,-121.75,19.75,17.27,18.44,0.01,82.98,100.52,1.85,4.27,3.13,NOFIRE,0,NA
7/30/2015,35.75,-121.75,19.65,16.6,18.04,0.01,85.27,100.64,1.1,5.17,3.16,NOFIRE,0,NA
7/31/2013,35.75,-121.75,17.54,13.95,15.63,0,83.2,100.86,3.25,8.65,5.59,NOFIRE,0,NA
7/31/2014,35.75,-121.75,20.56,17.22,18.77,0,82.18,100.41,1.21,6.07,3.92,NOFIRE,0,NA
7/31/2015,35.75,-121.75,19.85,17.25,18.42,0,83.44,100.66,3,5.21,4.2,NOFIRE,0,NA
7/4/2013,35.75,-121.75,18.05,15.06,16.49,0,86.34,99.94,0.63,5.43,2.44,NOFIRE,0,NA
7/4/2014,35.75,-121.75,17.87,13.73,15.78,0.03,77.9,100.48,3.52,6.69,5.21,NOFIRE,0,NA
7/4/2015,35.75,-121.75,18.03,15.42,16.72,0.4,89.45,100.23,1.73,4.19,3.17,NOFIRE,0,NA
7/5/2013,35.75,-121.75,17.05,13.93,15.49,0,83.02,100.03,5.17,8.21,6.54,NOFIRE,0,NA
7/5/2014,35.75,-121.75,17.73,14.01,15.98,0.02,75.29,100.72,2.04,6.03,4.33,NOFIRE,0,NA
7/5/2015,35.75,-121.75,18.37,15.85,16.89,0.55,90.41,100.5,2.1,4.99,3.2,NOFIRE,0,NA
7/6/2013,35.75,-121.75,16.8,13.48,14.94,0,83.95,100.04,3.69,5.92,4.73,NOFIRE,0,NA
7/6/2014,35.75,-121.75,18.72,14.64,16.74,0,72.92,100.56,3.63,7.32,5.73,NOFIRE,0,NA
7/6/2015,35.75,-121.75,18.72,15.59,17.07,0.08,83.94,100.76,2.93,7.02,4.84,NOFIRE,0,NA
7/7/2013,35.75,-121.75,16.04,13.36,14.69,0,86.01,100.12,1.75,3.54,2.89,NOFIRE,0,NA
7/7/2014,35.75,-121.75,18.46,15.03,16.53,0.04,77.04,100.29,2.54,5.3,3.94,NOFIRE,0,NA
7/7/2015,35.75,-121.75,18.75,16.1,17.34,0.27,87.62,100.61,2.55,5.99,4.18,NOFIRE,0,NA
7/8/2013,35.75,-121.75,16.85,13.59,15.21,0,84.63,100.43,1.42,4.87,3,NOFIRE,0,NA
7/8/2014,35.75,-121.75,17.01,14.42,15.74,0.03,87.18,100.33,0.78,3.21,2.55,NOFIRE,0,NA
7/8/2015,35.75,-121.75,18.12,16.02,16.93,0.13,79.69,100.28,3.57,5.34,4.57,NOFIRE,0,NA
7/9/2013,35.75,-121.75,19.01,14.51,16.46,0,79.94,100.6,2.91,5.73,4.05,NOFIRE,0,NA
7/9/2014,35.75,-121.75,17.5,14.74,16,0.04,91.57,100.43,2.21,3.32,2.92,NOFIRE,0,NA
7/9/2015,35.75,-121.75,18.02,16.04,17.01,0.29,80.44,100.22,1.85,3.73,2.72,NOFIRE,0,NA
7/1/2013,35.75,-122.25,15.5,14.3,14.9,0.09,94.15,100.88,0.33,6.69,3.9,NOFIRE,0,NA
7/1/2014,35.75,-122.25,15.5,14.73,15.08,0.04,94.15,100.9,1.4,4.64,2.37,NOFIRE,0,NA
7/1/2015,35.75,-122.25,17.49,15.91,16.59,0.1,88.98,101.03,0.57,5.2,2.16,NOFIRE,0,NA
7/10/2013,35.75,-122.25,15.15,14.54,14.86,0.08,95.31,101.29,4.26,5.52,4.86,NOFIRE,0,NA
7/10/2014,35.75,-122.25,16.23,15.21,15.77,0.04,90.52,101.2,3.02,4.58,3.65,NOFIRE,0,NA
7/10/2015,35.75,-122.25,17.79,17.02,17.46,0.42,80.84,101.13,0.93,4.04,2.6,NOFIRE,0,NA
7/11/2013,35.75,-122.25,15.35,14.22,14.8,0.07,89.8,101.18,4.15,6.27,5.36,NOFIRE,0,NA
7/11/2014,35.75,-122.25,16.58,15.54,16.11,0.02,91.16,101.49,2.61,5.6,4.09,NOFIRE,0,NA
7/11/2015,35.75,-122.25,17.57,16.91,17.26,0.08,85.46,101.34,2.7,5.16,3.85,NOFIRE,0,NA
7/12/2013,35.75,-122.25,15.55,14.05,14.88,0.01,89.02,101.23,4.69,7.23,5.82,NOFIRE,0,NA
7/12/2014,35.75,-122.25,15.85,15,15.51,0,87.27,101.65,5.5,9.17,7.11,NOFIRE,0,NA
7/12/2015,35.75,-122.25,17.88,17.28,17.54,0.07,84.23,101.56,2.83,6.53,4.55,NOFIRE,0,NA
7/13/2013,35.75,-122.25,15.53,14.14,14.95,0,90.72,101.3,4.29,6.87,5.79,NOFIRE,0,NA
7/13/2014,35.75,-122.25,15.97,14.6,15.4,0.01,92.15,101.28,8.32,10.57,9.29,NOFIRE,0,NA
7/13/2015,35.75,-122.25,17.68,17,17.27,0.07,87.36,101.4,4.47,8.23,6.09,NOFIRE,0,NA
7/14/2013,35.75,-122.25,14.96,14.28,14.69,0.01,93.59,101.34,6.35,7.71,7.03,NOFIRE,0,NA
7/14/2014,35.75,-122.25,16.67,15.51,16.19,0.04,93.07,101.15,0.36,8.52,3.24,NOFIRE,0,NA
7/14/2015,35.75,-122.25,17.39,16.42,16.92,0.25,87.76,101.2,7.32,9.48,8.1,NOFIRE,0,NA
7/15/2013,35.75,-122.25,15.04,14.11,14.57,0.03,91.08,101.13,5.02,7.01,5.97,NOFIRE,0,NA
7/15/2014,35.75,-122.25,17.05,16.35,16.73,0.12,95.08,101.3,2.79,5.25,3.77,NOFIRE,0,NA
7/15/2015,35.75,-122.25,17.15,16.18,16.75,0.13,90.52,101.15,2.94,7.1,4.35,NOFIRE,0,NA
7/16/2013,35.75,-122.25,15.32,13.72,14.58,0.02,86.85,101.32,3.48,6.94,5.28,NOFIRE,0,NA
7/16/2014,35.75,-122.25,17.02,16.51,16.8,0.1,89.93,101.43,1.2,4.22,2.95,NOFIRE,0,NA
7/16/2015,35.75,-122.25,16.72,16.35,16.55,0.12,92.79,101.11,1.11,3.82,2.05,NOFIRE,0,NA
7/17/2013,35.75,-122.25,15.44,14.65,15.07,0.01,88.1,101.65,5.86,8.12,7.05,NOFIRE,0,NA
7/17/2014,35.75,-122.25,17.3,16.45,16.91,0.08,84.45,101.41,0.74,3.22,2.41,NOFIRE,0,NA
7/17/2015,35.75,-122.25,16.75,15.69,16.24,0.13,92.26,100.89,1.58,3.13,2.37,NOFIRE,0,NA
7/18/2013,35.75,-122.25,15.4,14.1,14.72,0,92.01,101.52,6.17,8.35,7.46,NOFIRE,0,NA
7/18/2014,35.75,-122.25,17.42,16.31,16.94,0.11,83.21,101.39,1.95,3.37,2.65,NOFIRE,0,NA
7/18/2015,35.75,-122.25,17.82,16.86,17.41,0.06,91.06,101.13,1.58,5.4,3.51,NOFIRE,0,NA
7/19/2013,35.75,-122.25,14.6,13.78,14.22,0.03,94.73,101.14,6.66,7.93,7.37,NOFIRE,0,NA
7/19/2014,35.75,-122.25,18.12,16.7,17.33,0.05,86.01,101.25,1.75,3.26,2.38,NOFIRE,0,NA
7/19/2015,35.75,-122.25,20.22,17.47,18.57,1.04,90.48,101.43,1.39,5.69,3.78,NOFIRE,0,NA
7/2/2013,35.75,-122.25,15.84,14.54,15.11,0.05,93.34,101.06,0.44,3.16,1.66,NOFIRE,0,NA
7/2/2014,35.75,-122.25,15.51,14.44,14.96,0.04,93.3,101.07,4.74,8.55,6.44,NOFIRE,0,NA
7/2/2015,35.75,-122.25,16.52,15.89,16.27,0.23,96.16,101.28,0.91,3.71,2.72,NOFIRE,0,NA
7/20/2013,35.75,-122.25,14.48,13.39,13.95,0.14,93.22,100.9,3.9,7.5,5.23,NOFIRE,0,NA
7/20/2014,35.75,-122.25,18.55,17.37,17.85,0.04,87.78,101.25,1.69,3.24,2.57,NOFIRE,0,NA
7/20/2015,35.75,-122.25,19.85,17.67,18.81,0.25,89.55,101.34,2.68,5.66,4.29,NOFIRE,0,NA
7/21/2013,35.75,-122.25,14.96,13.65,14.41,0.11,90.75,100.91,0.99,3.4,2.03,NOFIRE,0,NA
7/21/2014,35.75,-122.25,18.69,17.48,17.96,0.11,85.54,101.5,1.51,2.85,2.25,NOFIRE,0,NA
7/21/2015,35.75,-122.25,17.74,17.01,17.38,0.23,92.5,101.09,4.13,7.21,5.39,NOFIRE,0,NA
7/22/2013,35.75,-122.25,15.71,14.5,15.1,0.13,92.8,101.19,1.14,3.52,2.31,NOFIRE,0,NA
7/22/2014,35.75,-122.25,19.03,17.65,18.38,0.04,82.82,101.66,2.04,2.98,2.6,NOFIRE,0,NA
7/22/2015,35.75,-122.25,17.3,16.51,16.97,0.03,85.98,101.04,5.31,7.72,6.17,NOFIRE,0,NA
7/23/2013,35.75,-122.25,15.45,14.89,15.23,0.08,94.87,101.36,0.41,3.24,2.3,NOFIRE,0,NA
7/23/2014,35.75,-122.25,18.82,17.42,18.3,0.01,91.76,101.71,1.82,9.43,5.62,NOFIRE,0,NA
7/23/2015,35.75,-122.25,17.27,15.8,16.6,0.04,83.41,101.45,4.16,8.07,6.03,NOFIRE,0,NA
7/24/2013,35.75,-122.25,15.98,15.18,15.57,0.11,95.4,101.33,2.61,5.27,3.8,NOFIRE,0,NA
7/24/2014,35.75,-122.25,17.43,16.87,17.19,0.01,88.84,101.24,7.18,9.48,8.31,NOFIRE,0,NA
7/24/2015,35.75,-122.25,17.18,15.7,16.56,0.02,89.46,101.74,5.04,7.3,6.45,NOFIRE,0,NA
7/25/2013,35.75,-122.25,15.85,14.85,15.31,0.03,93.56,101.45,4.11,5.58,4.77,NOFIRE,0,NA
7/25/2014,35.75,-122.25,17.38,16.48,17.03,0,90.28,100.98,1.16,7.14,4.52,NOFIRE,0,NA
7/25/2015,35.75,-122.25,17.26,16.45,16.86,0,93.68,101.62,5.5,7.57,6.46,NOFIRE,0,NA
7/26/2013,35.75,-122.25,15.92,14.93,15.44,0.01,94,101.68,3.73,5.61,4.81,NOFIRE,0,NA
7/26/2014,35.75,-122.25,17.6,16.62,17.27,0.02,92.26,101.21,0.09,2.89,1.57,NOFIRE,0,NA
7/26/2015,35.75,-122.25,17.84,16.34,17.16,0,88.16,101.34,5.09,8.52,7,NOFIRE,0,NA
7/27/2013,35.75,-122.25,15.94,15.13,15.51,0.05,93.77,101.3,3.32,4.85,4.08,NOFIRE,0,NA
7/27/2014,35.75,-122.25,17.6,16.78,17.18,0.02,91.79,101.32,0.48,3.2,1.78,NOFIRE,0,NA
7/27/2015,35.75,-122.25,17.51,16.9,17.18,0,90.65,101.24,6.13,8.36,7.53,NOFIRE,0,NA
7/28/2013,35.75,-122.25,16.13,14.55,15.33,0.06,90.51,101.02,1.63,4.36,3.22,NOFIRE,0,NA
7/28/2014,35.75,-122.25,18.09,17.1,17.57,0.05,92.53,101.51,1.13,3.97,2.51,NOFIRE,0,NA
7/28/2015,35.75,-122.25,17.71,17.08,17.48,0,90.37,101.05,1.13,5.81,2.83,NOFIRE,0,NA
7/29/2013,35.75,-122.25,16.21,14.34,15.38,0.03,85.36,101.31,1.29,3.89,2.56,NOFIRE,0,NA
7/29/2014,35.75,-122.25,17.7,16.92,17.42,0.04,92.75,101.48,1.4,4.51,3.26,NOFIRE,0,NA
7/29/2015,35.75,-122.25,17.76,16.99,17.36,0,94.22,101.14,1.08,3.21,2.33,NOFIRE,0,NA
7/3/2013,35.75,-122.25,15.96,14.75,15.34,0.04,95.19,100.93,0.12,3.56,2.03,NOFIRE,0,NA
7/3/2014,35.75,-122.25,15.49,14.36,14.91,0.01,89.71,101.23,7.01,8.95,7.91,NOFIRE,0,NA
7/3/2015,35.75,-122.25,16.27,15.91,16.08,0.21,95.95,101.17,1.27,4.19,2.75,NOFIRE,0,NA
7/30/2013,35.75,-122.25,15.74,14.86,15.38,0.04,88.13,101.68,1.09,4.48,2.51,NOFIRE,0,NA
7/30/2014,35.75,-122.25,17.52,16.92,17.15,0.09,93.48,101.32,2.3,5,3.67,NOFIRE,0,NA
7/30/2015,35.75,-122.25,17.45,16.88,17.25,0.01,94.18,101.44,1.74,5.13,3.41,NOFIRE,0,NA
7/31/2013,35.75,-122.25,15.71,14.4,15.15,0.03,89.33,101.7,4.61,9.03,6.53,NOFIRE,0,NA
